passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
40,13254.0,DTLA,LAX
41,13305.0,DTLA,LAX
42,13412.0,DTLA,LAX
43,13505.0,DTLA,LAX
44,13588.0,DTLA,LAX
45,13743.0,DTLA,LAX
46,13778.0,DTLA,LAX
47,13966.0,DTLA,LAX
48,13996.0,DTLA,LAX
49,14042.0,DTLA,LAX
50,14137.0,DTLA,LAX
51,14152.0,DTLA,LAX
52,14298.0,DTLA,LAX
53,14373.0,DTLA,LAX
54,14396.0,DTLA,LAX
55,14444.0,DTLA,LAX
56,14453.0,DTLA,LAX
57,14480.0,DTLA,LAX
58,14521.0,DTLA,LAX
59,14567.0,DTLA,LAX
60,14590.0,DTLA,LAX
61,14675.0,DTLA,LAX
62,14688.0,DTLA,LAX
63,14873.0,DTLA,LAX
64,14947.0,DTLA,LAX
65,15040.0,DTLA,LAX
66,15301.0,DTLA,LAX
67,15343.0,DTLA,LAX
68,15346.0,DTLA,LAX
69,15348.0,DTLA,LAX
70,15375.0,DTLA,LAX
71,15470.0,DTLA,LAX
72,15476.0,DTLA,LAX
73,15537.0,DTLA,LAX
74,15720.0,DTLA,LAX
75,15731.0,DTLA,LAX
76,15734.0,DTLA,LAX
77,15815.0,DTLA,LAX
78,15958.0,DTLA,LAX
79,16048.0,DTLA,LAX
80,16074.0,DTLA,LAX
81,16118.0,DTLA,LAX
82,16148.0,DTLA,LAX
83,16257.0,DTLA,LAX
84,16346.0,DTLA,LAX
85,16446.0,DTLA,LAX
86,16455.0,DTLA,LAX
87,16506.0,DTLA,LAX
88,16555.0,DTLA,LAX
89,16794.0,DTLA,LAX
1412,16900.0,LAX,DTLA
90,16923.0,DTLA,LAX
91,16977.0,DTLA,LAX
92,17010.0,DTLA,LAX
93,17011.0,DTLA,LAX
94,17096.0,DTLA,LAX
1413,17105.0,LAX,DTLA
95,17164.0,DTLA,LAX
96,17256.0,DTLA,LAX
97,17330.0,DTLA,LAX
98,17337.0,DTLA,LAX
99,17368.0,DTLA,LAX
100,17448.0,DTLA,LAX
101,17460.0,DTLA,LAX
102,17538.0,DTLA,LAX
103,17546.0,DTLA,LAX
104,17557.0,DTLA,LAX
105,17607.0,DTLA,LAX
106,17662.0,DTLA,LAX
107,17704.0,DTLA,LAX
108,17786.0,DTLA,LAX
109,17790.0,DTLA,LAX
110,17882.0,DTLA,LAX
111,17903.0,DTLA,LAX
112,17929.0,DTLA,LAX
113,17947.0,DTLA,LAX
114,18016.0,DTLA,LAX
1414,18035.0,LAX,DTLA
1415,18082.0,LAX,DTLA
115,18089.0,DTLA,LAX
116,18131.0,DTLA,LAX
117,18147.0,DTLA,LAX
118,18155.0,DTLA,LAX
119,18157.0,DTLA,LAX
120,18197.0,DTLA,LAX
1416,18199.0,LAX,DTLA
121,18277.0,DTLA,LAX
122,18493.0,DTLA,LAX
123,18634.0,DTLA,LAX
124,18739.0,DTLA,LAX
1417,18744.0,LAX,DTLA
125,18748.0,DTLA,LAX
1418,18790.0,LAX,DTLA
1419,18801.0,LAX,DTLA
1420,18851.0,LAX,DTLA
126,18857.0,DTLA,LAX
127,18871.0,DTLA,LAX
128,18894.0,DTLA,LAX
129,18902.0,DTLA,LAX
130,18944.0,DTLA,LAX
131,19002.0,DTLA,LAX
132,19145.0,DTLA,LAX
133,19156.0,DTLA,LAX
134,19212.0,DTLA,LAX
135,19213.0,DTLA,LAX
136,19285.0,DTLA,LAX
137,19348.0,DTLA,LAX
138,19356.0,DTLA,LAX
139,19427.0,DTLA,LAX
140,19438.0,DTLA,LAX
141,19495.0,DTLA,LAX
142,19547.0,DTLA,LAX
1421,19684.0,LAX,DTLA
143,19691.0,DTLA,LAX
1422,19855.0,LAX,DTLA
1423,19876.0,LAX,DTLA
144,19881.0,DTLA,LAX
145,19911.0,DTLA,LAX
146,19942.0,DTLA,LAX
147,20082.0,DTLA,LAX
148,20085.0,DTLA,LAX
149,20113.0,DTLA,LAX
150,20123.0,DTLA,LAX
151,20157.0,DTLA,LAX
152,20222.0,DTLA,LAX
153,20252.0,DTLA,LAX
154,20268.0,DTLA,LAX
155,20346.0,DTLA,LAX
156,20381.0,DTLA,LAX
1424,20468.0,LAX,DTLA
157,20503.0,DTLA,LAX
158,20518.0,DTLA,LAX
159,20680.0,DTLA,LAX
160,20726.0,DTLA,LAX
161,20788.0,DTLA,LAX
162,20790.0,DTLA,LAX
163,20822.0,DTLA,LAX
164,20876.0,DTLA,LAX
165,20880.0,DTLA,LAX
166,20887.0,DTLA,LAX
167,20961.0,DTLA,LAX
168,20991.0,DTLA,LAX
169,21015.0,DTLA,LAX
170,21019.0,DTLA,LAX
171,21041.0,DTLA,LAX
172,21065.0,DTLA,LAX
173,21067.0,DTLA,LAX
174,21087.0,DTLA,LAX
175,21192.0,DTLA,LAX
176,21228.0,DTLA,LAX
177,21247.0,DTLA,LAX
178,21258.0,DTLA,LAX
179,21263.0,DTLA,LAX
180,21300.0,DTLA,LAX
181,21368.0,DTLA,LAX
182,21403.0,DTLA,LAX
183,21428.0,DTLA,LAX
184,21590.0,DTLA,LAX
185,21692.0,DTLA,LAX
186,21701.0,DTLA,LAX
187,21726.0,DTLA,LAX
188,21729.0,DTLA,LAX
189,21769.0,DTLA,LAX
190,21791.0,DTLA,LAX
191,21874.0,DTLA,LAX
192,21875.0,DTLA,LAX
193,21882.0,DTLA,LAX
194,21883.0,DTLA,LAX
195,21956.0,DTLA,LAX
196,22006.0,DTLA,LAX
197,22013.0,DTLA,LAX
198,22070.0,DTLA,LAX
199,22083.0,DTLA,LAX
200,22102.0,DTLA,LAX
1425,22109.0,LAX,DTLA
201,22113.0,DTLA,LAX
1426,22115.0,LAX,DTLA
202,22162.0,DTLA,LAX
203,22173.0,DTLA,LAX
1427,22185.0,LAX,DTLA
1428,22185.0,LAX,DTLA
1429,22197.0,LAX,DTLA
204,22207.0,DTLA,LAX
1430,22226.0,LAX,DTLA
1431,22236.0,LAX,DTLA
1432,22245.0,LAX,DTLA
205,22260.0,DTLA,LAX
206,22293.0,DTLA,LAX
207,22308.0,DTLA,LAX
1433,22314.0,LAX,DTLA
1434,22402.0,LAX,DTLA
208,22456.0,DTLA,LAX
209,22467.0,DTLA,LAX
210,22501.0,DTLA,LAX
1435,22531.0,LAX,DTLA
1436,22536.0,LAX,DTLA
211,22570.0,DTLA,LAX
1437,22585.0,LAX,DTLA
212,22711.0,DTLA,LAX
1438,22718.0,LAX,DTLA
1439,22723.0,LAX,DTLA
213,22724.0,DTLA,LAX
1440,22742.0,LAX,DTLA
214,22745.0,DTLA,LAX
215,22746.0,DTLA,LAX
1441,22784.0,LAX,DTLA
1442,22820.0,LAX,DTLA
1444,22832.0,LAX,DTLA
1443,22832.0,LAX,DTLA
216,22840.0,DTLA,LAX
217,22850.0,DTLA,LAX
218,22888.0,DTLA,LAX
1445,22915.0,LAX,DTLA
219,22916.0,DTLA,LAX
1446,22918.0,LAX,DTLA
1447,22961.0,LAX,DTLA
1448,22971.0,LAX,DTLA
220,22991.0,DTLA,LAX
221,22994.0,DTLA,LAX
1449,23025.0,LAX,DTLA
1450,23098.0,LAX,DTLA
1451,23139.0,LAX,DTLA
222,23172.0,DTLA,LAX
1452,23189.0,LAX,DTLA
223,23193.0,DTLA,LAX
1453,23213.0,LAX,DTLA
1454,23216.0,LAX,DTLA
224,23239.0,DTLA,LAX
225,23262.0,DTLA,LAX
226,23342.0,DTLA,LAX
1455,23368.0,LAX,DTLA
1456,23374.0,LAX,DTLA
227,23431.0,DTLA,LAX
1457,23459.0,LAX,DTLA
1458,23462.0,LAX,DTLA
228,23472.0,DTLA,LAX
1459,23478.0,LAX,DTLA
1460,23482.0,LAX,DTLA
229,23484.0,DTLA,LAX
1461,23518.0,LAX,DTLA
230,23525.0,DTLA,LAX
1462,23530.0,LAX,DTLA
1463,23539.0,LAX,DTLA
1464,23541.0,LAX,DTLA
231,23544.0,DTLA,LAX
232,23558.0,DTLA,LAX
233,23567.0,DTLA,LAX
1465,23568.0,LAX,DTLA
234,23597.0,DTLA,LAX
235,23615.0,DTLA,LAX
236,23675.0,DTLA,LAX
237,23687.0,DTLA,LAX
238,23731.0,DTLA,LAX
1466,23776.0,LAX,DTLA
240,23821.0,DTLA,LAX
239,23821.0,DTLA,LAX
241,23844.0,DTLA,LAX
242,23865.0,DTLA,LAX
1467,23890.0,LAX,DTLA
1468,23905.0,LAX,DTLA
243,23915.0,DTLA,LAX
1469,23940.0,LAX,DTLA
1470,23942.0,LAX,DTLA
1471,23950.0,LAX,DTLA
1472,23956.0,LAX,DTLA
244,23991.0,DTLA,LAX
1473,24010.0,LAX,DTLA
245,24015.0,DTLA,LAX
1474,24032.0,LAX,DTLA
1475,24057.0,LAX,DTLA
1476,24060.0,LAX,DTLA
246,24063.0,DTLA,LAX
1477,24067.0,LAX,DTLA
1478,24068.0,LAX,DTLA
247,24120.0,DTLA,LAX
1479,24156.0,LAX,DTLA
248,24196.0,DTLA,LAX
249,24200.0,DTLA,LAX
250,24203.0,DTLA,LAX
251,24279.0,DTLA,LAX
252,24297.0,DTLA,LAX
253,24321.0,DTLA,LAX
254,24336.0,DTLA,LAX
1480,24346.0,LAX,DTLA
1481,24375.0,LAX,DTLA
255,24425.0,DTLA,LAX
1482,24492.0,LAX,DTLA
256,24501.0,DTLA,LAX
257,24517.0,DTLA,LAX
258,24595.0,DTLA,LAX
259,24619.0,DTLA,LAX
260,24628.0,DTLA,LAX
1483,24680.0,LAX,DTLA
261,24682.0,DTLA,LAX
262,24783.0,DTLA,LAX
263,24838.0,DTLA,LAX
264,24914.0,DTLA,LAX
265,24965.0,DTLA,LAX
266,24996.0,DTLA,LAX
1484,25043.0,LAX,DTLA
1485,25058.0,LAX,DTLA
1486,25079.0,LAX,DTLA
267,25082.0,DTLA,LAX
268,25112.0,DTLA,LAX
269,25127.0,DTLA,LAX
270,25135.0,DTLA,LAX
271,25154.0,DTLA,LAX
272,25185.0,DTLA,LAX
273,25264.0,DTLA,LAX
274,25350.0,DTLA,LAX
275,25477.0,DTLA,LAX
276,25480.0,DTLA,LAX
277,25572.0,DTLA,LAX
1487,25904.0,LAX,DTLA
1488,25948.0,LAX,DTLA
278,25977.0,DTLA,LAX
279,25995.0,DTLA,LAX
1489,26049.0,LAX,DTLA
280,26085.0,DTLA,LAX
281,26089.0,DTLA,LAX
282,26125.0,DTLA,LAX
283,26162.0,DTLA,LAX
284,26163.0,DTLA,LAX
285,26171.0,DTLA,LAX
1490,26190.0,LAX,DTLA
286,26212.0,DTLA,LAX
1491,26235.0,LAX,DTLA
1492,26244.0,LAX,DTLA
1493,26256.0,LAX,DTLA
287,26272.0,DTLA,LAX
1494,26292.0,LAX,DTLA
288,26302.0,DTLA,LAX
1495,26329.0,LAX,DTLA
289,26343.0,DTLA,LAX
290,26358.0,DTLA,LAX
291,26430.0,DTLA,LAX
292,26446.0,DTLA,LAX
293,26470.0,DTLA,LAX
1496,26521.0,LAX,DTLA
1497,26525.0,LAX,DTLA
294,26529.0,DTLA,LAX
295,26553.0,DTLA,LAX
296,26662.0,DTLA,LAX
297,26665.0,DTLA,LAX
1498,26675.0,LAX,DTLA
1499,26676.0,LAX,DTLA
1500,26692.0,LAX,DTLA
1501,26702.0,LAX,DTLA
1502,26706.0,LAX,DTLA
1503,26708.0,LAX,DTLA
298,26732.0,DTLA,LAX
1504,26736.0,LAX,DTLA
1505,26740.0,LAX,DTLA
1506,26747.0,LAX,DTLA
299,26769.0,DTLA,LAX
1507,26782.0,LAX,DTLA
1508,26845.0,LAX,DTLA
1509,26848.0,LAX,DTLA
1510,26869.0,LAX,DTLA
1511,26896.0,LAX,DTLA
1512,26899.0,LAX,DTLA
1513,26905.0,LAX,DTLA
1514,26923.0,LAX,DTLA
300,26927.0,DTLA,LAX
301,26969.0,DTLA,LAX
1515,26972.0,LAX,DTLA
302,26988.0,DTLA,LAX
1516,26991.0,LAX,DTLA
1517,27013.0,LAX,DTLA
303,27020.0,DTLA,LAX
304,27073.0,DTLA,LAX
1518,27095.0,LAX,DTLA
305,27104.0,DTLA,LAX
306,27260.0,DTLA,LAX
307,27263.0,DTLA,LAX
308,27266.0,DTLA,LAX
309,27302.0,DTLA,LAX
310,27351.0,DTLA,LAX
311,27367.0,DTLA,LAX
312,27375.0,DTLA,LAX
313,27389.0,DTLA,LAX
1519,27407.0,LAX,DTLA
1520,27464.0,LAX,DTLA
1521,27465.0,LAX,DTLA
1522,27480.0,LAX,DTLA
314,27506.0,DTLA,LAX
1523,27529.0,LAX,DTLA
315,27589.0,DTLA,LAX
1524,27694.0,LAX,DTLA
316,27714.0,DTLA,LAX
1525,27717.0,LAX,DTLA
317,27738.0,DTLA,LAX
1526,27778.0,LAX,DTLA
318,27789.0,DTLA,LAX
1527,27793.0,LAX,DTLA
1528,27830.0,LAX,DTLA
319,27834.0,DTLA,LAX
1529,27837.0,LAX,DTLA
1530,27855.0,LAX,DTLA
320,27860.0,DTLA,LAX
1531,27880.0,LAX,DTLA
1532,27881.0,LAX,DTLA
321,27890.0,DTLA,LAX
322,27898.0,DTLA,LAX
1533,27940.0,LAX,DTLA
1534,27940.0,LAX,DTLA
323,27948.0,DTLA,LAX
324,27954.0,DTLA,LAX
1535,27974.0,LAX,DTLA
325,27997.0,DTLA,LAX
326,28063.0,DTLA,LAX
1536,28086.0,LAX,DTLA
327,28156.0,DTLA,LAX
1537,28193.0,LAX,DTLA
1538,28207.0,LAX,DTLA
1539,28216.0,LAX,DTLA
328,28228.0,DTLA,LAX
1540,28243.0,LAX,DTLA
329,28244.0,DTLA,LAX
330,28247.0,DTLA,LAX
331,28249.0,DTLA,LAX
332,28276.0,DTLA,LAX
1541,28316.0,LAX,DTLA
1542,28344.0,LAX,DTLA
1543,28371.0,LAX,DTLA
333,28381.0,DTLA,LAX
334,28387.0,DTLA,LAX
1544,28448.0,LAX,DTLA
335,28473.0,DTLA,LAX
336,28477.0,DTLA,LAX
1545,28477.0,LAX,DTLA
1546,28534.0,LAX,DTLA
337,28566.0,DTLA,LAX
338,28583.0,DTLA,LAX
339,28607.0,DTLA,LAX
340,28702.0,DTLA,LAX
1547,28712.0,LAX,DTLA
341,28722.0,DTLA,LAX
1548,28723.0,LAX,DTLA
342,28733.0,DTLA,LAX
1549,28743.0,LAX,DTLA
343,28767.0,DTLA,LAX
1550,28808.0,LAX,DTLA
344,28817.0,DTLA,LAX
1551,28828.0,LAX,DTLA
345,28845.0,DTLA,LAX
346,28884.0,DTLA,LAX
1552,28901.0,LAX,DTLA
347,28931.0,DTLA,LAX
348,28932.0,DTLA,LAX
349,28963.0,DTLA,LAX
350,29009.0,DTLA,LAX
1553,29011.0,LAX,DTLA
1554,29013.0,LAX,DTLA
351,29022.0,DTLA,LAX
352,29024.0,DTLA,LAX
353,29047.0,DTLA,LAX
354,29052.0,DTLA,LAX
355,29074.0,DTLA,LAX
356,29078.0,DTLA,LAX
1555,29098.0,LAX,DTLA
1556,29142.0,LAX,DTLA
357,29168.0,DTLA,LAX
1557,29179.0,LAX,DTLA
1558,29201.0,LAX,DTLA
358,29243.0,DTLA,LAX
359,29311.0,DTLA,LAX
1559,29321.0,LAX,DTLA
360,29330.0,DTLA,LAX
1560,29334.0,LAX,DTLA
361,29339.0,DTLA,LAX
362,29368.0,DTLA,LAX
363,29441.0,DTLA,LAX
364,29468.0,DTLA,LAX
1561,29471.0,LAX,DTLA
1562,29472.0,LAX,DTLA
365,29523.0,DTLA,LAX
1563,29530.0,LAX,DTLA
366,29541.0,DTLA,LAX
367,29610.0,DTLA,LAX
368,29618.0,DTLA,LAX
369,29637.0,DTLA,LAX
1564,29739.0,LAX,DTLA
370,29767.0,DTLA,LAX
371,29775.0,DTLA,LAX
1565,29786.0,LAX,DTLA
1566,29800.0,LAX,DTLA
372,29851.0,DTLA,LAX
1567,29869.0,LAX,DTLA
373,29883.0,DTLA,LAX
1568,29900.0,LAX,DTLA
374,29902.0,DTLA,LAX
375,29924.0,DTLA,LAX
376,29966.0,DTLA,LAX
377,29992.0,DTLA,LAX
378,29998.0,DTLA,LAX
379,30044.0,DTLA,LAX
380,30058.0,DTLA,LAX
381,30086.0,DTLA,LAX
382,30089.0,DTLA,LAX
383,30091.0,DTLA,LAX
384,30094.0,DTLA,LAX
1569,30107.0,LAX,DTLA
1570,30111.0,LAX,DTLA
385,30128.0,DTLA,LAX
1571,30134.0,LAX,DTLA
1572,30137.0,LAX,DTLA
386,30142.0,DTLA,LAX
1573,30145.0,LAX,DTLA
387,30163.0,DTLA,LAX
1574,30185.0,LAX,DTLA
388,30210.0,DTLA,LAX
389,30218.0,DTLA,LAX
1575,30291.0,LAX,DTLA
390,30336.0,DTLA,LAX
391,30348.0,DTLA,LAX
392,30374.0,DTLA,LAX
393,30403.0,DTLA,LAX
394,30450.0,DTLA,LAX
395,30496.0,DTLA,LAX
396,30509.0,DTLA,LAX
397,30545.0,DTLA,LAX
398,30582.0,DTLA,LAX
399,30609.0,DTLA,LAX
400,30671.0,DTLA,LAX
401,30691.0,DTLA,LAX
402,30718.0,DTLA,LAX
1576,30769.0,LAX,DTLA
1577,30811.0,LAX,DTLA
403,30855.0,DTLA,LAX
404,30856.0,DTLA,LAX
405,30862.0,DTLA,LAX
406,30868.0,DTLA,LAX
407,30968.0,DTLA,LAX
1578,30999.0,LAX,DTLA
1579,31009.0,LAX,DTLA
408,31015.0,DTLA,LAX
1580,31027.0,LAX,DTLA
409,31031.0,DTLA,LAX
410,31031.0,DTLA,LAX
411,31089.0,DTLA,LAX
1581,31124.0,LAX,DTLA
1582,31134.0,LAX,DTLA
412,31171.0,DTLA,LAX
413,31179.0,DTLA,LAX
414,31221.0,DTLA,LAX
415,31237.0,DTLA,LAX
1583,31287.0,LAX,DTLA
416,31339.0,DTLA,LAX
417,31341.0,DTLA,LAX
1584,31385.0,LAX,DTLA
418,31397.0,DTLA,LAX
419,31427.0,DTLA,LAX
1585,31444.0,LAX,DTLA
420,31445.0,DTLA,LAX
421,31447.0,DTLA,LAX
1586,31450.0,LAX,DTLA
422,31493.0,DTLA,LAX
423,31496.0,DTLA,LAX
424,31506.0,DTLA,LAX
1587,31509.0,LAX,DTLA
1588,31511.0,LAX,DTLA
1589,31513.0,LAX,DTLA
425,31540.0,DTLA,LAX
426,31597.0,DTLA,LAX
1590,31613.0,LAX,DTLA
1591,31628.0,LAX,DTLA
427,31631.0,DTLA,LAX
1592,31646.0,LAX,DTLA
1593,31661.0,LAX,DTLA
428,31674.0,DTLA,LAX
429,31689.0,DTLA,LAX
1594,31706.0,LAX,DTLA
1595,31712.0,LAX,DTLA
1596,31734.0,LAX,DTLA
1597,31737.0,LAX,DTLA
430,31746.0,DTLA,LAX
431,31822.0,DTLA,LAX
1598,31860.0,LAX,DTLA
1599,31864.0,LAX,DTLA
432,31891.0,DTLA,LAX
433,31913.0,DTLA,LAX
434,31956.0,DTLA,LAX
1600,31963.0,LAX,DTLA
1601,31968.0,LAX,DTLA
435,31992.0,DTLA,LAX
1602,32007.0,LAX,DTLA
1603,32011.0,LAX,DTLA
436,32031.0,DTLA,LAX
437,32036.0,DTLA,LAX
1604,32042.0,LAX,DTLA
1605,32047.0,LAX,DTLA
438,32053.0,DTLA,LAX
1606,32054.0,LAX,DTLA
439,32055.0,DTLA,LAX
440,32068.0,DTLA,LAX
441,32077.0,DTLA,LAX
1607,32078.0,LAX,DTLA
1608,32078.0,LAX,DTLA
1609,32090.0,LAX,DTLA
1610,32091.0,LAX,DTLA
1611,32093.0,LAX,DTLA
442,32107.0,DTLA,LAX
1612,32115.0,LAX,DTLA
1613,32159.0,LAX,DTLA
1614,32184.0,LAX,DTLA
1615,32222.0,LAX,DTLA
443,32267.0,DTLA,LAX
444,32270.0,DTLA,LAX
445,32327.0,DTLA,LAX
446,32332.0,DTLA,LAX
1616,32344.0,LAX,DTLA
1617,32364.0,LAX,DTLA
1618,32367.0,LAX,DTLA
447,32371.0,DTLA,LAX
448,32380.0,DTLA,LAX
449,32389.0,DTLA,LAX
450,32390.0,DTLA,LAX
451,32410.0,DTLA,LAX
1619,32416.0,LAX,DTLA
1620,32424.0,LAX,DTLA
452,32441.0,DTLA,LAX
1621,32461.0,LAX,DTLA
453,32475.0,DTLA,LAX
1622,32479.0,LAX,DTLA
454,32500.0,DTLA,LAX
1623,32500.0,LAX,DTLA
455,32553.0,DTLA,LAX
456,32565.0,DTLA,LAX
1624,32582.0,LAX,DTLA
457,32583.0,DTLA,LAX
458,32588.0,DTLA,LAX
1625,32617.0,LAX,DTLA
1626,32646.0,LAX,DTLA
459,32678.0,DTLA,LAX
460,32711.0,DTLA,LAX
1627,32715.0,LAX,DTLA
461,32748.0,DTLA,LAX
462,32749.0,DTLA,LAX
1628,32754.0,LAX,DTLA
463,32754.0,DTLA,LAX
1629,32788.0,LAX,DTLA
1630,32821.0,LAX,DTLA
1631,32821.0,LAX,DTLA
464,32842.0,DTLA,LAX
465,32843.0,DTLA,LAX
1632,32856.0,LAX,DTLA
466,32869.0,DTLA,LAX
467,32895.0,DTLA,LAX
1633,32906.0,LAX,DTLA
468,32915.0,DTLA,LAX
1634,32917.0,LAX,DTLA
469,32923.0,DTLA,LAX
470,33032.0,DTLA,LAX
471,33039.0,DTLA,LAX
472,33040.0,DTLA,LAX
473,33063.0,DTLA,LAX
1635,33077.0,LAX,DTLA
474,33092.0,DTLA,LAX
1636,33098.0,LAX,DTLA
475,33098.0,DTLA,LAX
476,33114.0,DTLA,LAX
477,33154.0,DTLA,LAX
478,33198.0,DTLA,LAX
479,33208.0,DTLA,LAX
1637,33227.0,LAX,DTLA
480,33270.0,DTLA,LAX
1638,33278.0,LAX,DTLA
481,33347.0,DTLA,LAX
1639,33364.0,LAX,DTLA
482,33396.0,DTLA,LAX
483,33397.0,DTLA,LAX
484,33443.0,DTLA,LAX
1640,33480.0,LAX,DTLA
485,33499.0,DTLA,LAX
486,33500.0,DTLA,LAX
487,33505.0,DTLA,LAX
1641,33535.0,LAX,DTLA
488,33591.0,DTLA,LAX
1642,33597.0,LAX,DTLA
1643,33601.0,LAX,DTLA
1644,33621.0,LAX,DTLA
1645,33629.0,LAX,DTLA
489,33632.0,DTLA,LAX
1646,33633.0,LAX,DTLA
1647,33654.0,LAX,DTLA
490,33672.0,DTLA,LAX
1648,33684.0,LAX,DTLA
1649,33686.0,LAX,DTLA
491,33729.0,DTLA,LAX
1650,33753.0,LAX,DTLA
492,33762.0,DTLA,LAX
493,33763.0,DTLA,LAX
1651,33785.0,LAX,DTLA
494,33785.0,DTLA,LAX
1652,33797.0,LAX,DTLA
1653,33815.0,LAX,DTLA
1654,33822.0,LAX,DTLA
495,33836.0,DTLA,LAX
1655,33844.0,LAX,DTLA
496,33866.0,DTLA,LAX
1656,33870.0,LAX,DTLA
497,33896.0,DTLA,LAX
498,33935.0,DTLA,LAX
499,33952.0,DTLA,LAX
1657,33961.0,LAX,DTLA
1658,33964.0,LAX,DTLA
1659,33971.0,LAX,DTLA
1660,33973.0,LAX,DTLA
1661,33978.0,LAX,DTLA
1662,33986.0,LAX,DTLA
1663,34016.0,LAX,DTLA
1664,34063.0,LAX,DTLA
1665,34064.0,LAX,DTLA
1666,34072.0,LAX,DTLA
1667,34085.0,LAX,DTLA
500,34091.0,DTLA,LAX
1668,34111.0,LAX,DTLA
1669,34151.0,LAX,DTLA
1670,34152.0,LAX,DTLA
1671,34154.0,LAX,DTLA
501,34165.0,DTLA,LAX
502,34212.0,DTLA,LAX
1672,34219.0,LAX,DTLA
1673,34241.0,LAX,DTLA
503,34295.0,DTLA,LAX
1674,34309.0,LAX,DTLA
504,34351.0,DTLA,LAX
1675,34359.0,LAX,DTLA
