passenger_id,passenger_arrival_time,origin_vertiport_id,destination_vertiport_id
42,13760.0,DTLA,LAX
43,13833.0,DTLA,LAX
44,14094.0,DTLA,LAX
45,14126.0,DTLA,LAX
46,14130.0,DTLA,LAX
47,14344.0,DTLA,LAX
48,14479.0,DTLA,LAX
49,14511.0,DTLA,LAX
50,14553.0,DTLA,LAX
51,14574.0,DTLA,LAX
52,14584.0,DTLA,LAX
53,14639.0,DTLA,LAX
54,14708.0,DTLA,LAX
55,14909.0,DTLA,LAX
56,15169.0,DTLA,LAX
57,15217.0,DTLA,LAX
58,15251.0,DTLA,LAX
59,15270.0,DTLA,LAX
60,15336.0,DTLA,LAX
61,15359.0,DTLA,LAX
62,15419.0,DTLA,LAX
63,15450.0,DTLA,LAX
64,15460.0,DTLA,LAX
65,15471.0,DTLA,LAX
66,15510.0,DTLA,LAX
67,15650.0,DTLA,LAX
68,15753.0,DTLA,LAX
69,15786.0,DTLA,LAX
70,15907.0,DTLA,LAX
71,15933.0,DTLA,LAX
72,16011.0,DTLA,LAX
73,16051.0,DTLA,LAX
74,16102.0,DTLA,LAX
75,16257.0,DTLA,LAX
76,16267.0,DTLA,LAX
77,16359.0,DTLA,LAX
78,16419.0,DTLA,LAX
79,16523.0,DTLA,LAX
80,16621.0,DTLA,LAX
81,16638.0,DTLA,LAX
82,16642.0,DTLA,LAX
83,16668.0,DTLA,LAX
84,16718.0,DTLA,LAX
85,16825.0,DTLA,LAX
86,16839.0,DTLA,LAX
87,16923.0,DTLA,LAX
88,16931.0,DTLA,LAX
89,16949.0,DTLA,LAX
90,16971.0,DTLA,LAX
91,17093.0,DTLA,LAX
92,17269.0,DTLA,LAX
93,17299.0,DTLA,LAX
94,17344.0,DTLA,LAX
95,17365.0,DTLA,LAX
96,17400.0,DTLA,LAX
97,17414.0,DTLA,LAX
98,17420.0,DTLA,LAX
99,17479.0,DTLA,LAX
100,17513.0,DTLA,LAX
101,17565.0,DTLA,LAX
102,17566.0,DTLA,LAX
103,17613.0,DTLA,LAX
104,17634.0,DTLA,LAX
105,17698.0,DTLA,LAX
106,17752.0,DTLA,LAX
107,17764.0,DTLA,LAX
108,17771.0,DTLA,LAX
109,17781.0,DTLA,LAX
110,17900.0,DTLA,LAX
111,17997.0,DTLA,LAX
112,18015.0,DTLA,LAX
113,18056.0,DTLA,LAX
114,18156.0,DTLA,LAX
115,18189.0,DTLA,LAX
116,18195.0,DTLA,LAX
117,18261.0,DTLA,LAX
118,18323.0,DTLA,LAX
119,18363.0,DTLA,LAX
120,18377.0,DTLA,LAX
121,18466.0,DTLA,LAX
122,18467.0,DTLA,LAX
123,18490.0,DTLA,LAX
124,18497.0,DTLA,LAX
125,18537.0,DTLA,LAX
126,18572.0,DTLA,LAX
127,18676.0,DTLA,LAX
128,18722.0,DTLA,LAX
129,18831.0,DTLA,LAX
130,18835.0,DTLA,LAX
131,18864.0,DTLA,LAX
132,18993.0,DTLA,LAX
133,19020.0,DTLA,LAX
134,19029.0,DTLA,LAX
135,19036.0,DTLA,LAX
136,19064.0,DTLA,LAX
137,19068.0,DTLA,LAX
138,19074.0,DTLA,LAX
139,19075.0,DTLA,LAX
140,19115.0,DTLA,LAX
141,19147.0,DTLA,LAX
142,19150.0,DTLA,LAX
143,19173.0,DTLA,LAX
1384,19201.0,LAX,DTLA
144,19215.0,DTLA,LAX
145,19242.0,DTLA,LAX
146,19317.0,DTLA,LAX
147,19320.0,DTLA,LAX
148,19385.0,DTLA,LAX
149,19401.0,DTLA,LAX
150,19443.0,DTLA,LAX
151,19482.0,DTLA,LAX
152,19590.0,DTLA,LAX
153,19617.0,DTLA,LAX
154,19791.0,DTLA,LAX
155,19802.0,DTLA,LAX
156,19821.0,DTLA,LAX
157,19832.0,DTLA,LAX
158,19837.0,DTLA,LAX
159,19839.0,DTLA,LAX
160,19864.0,DTLA,LAX
161,19881.0,DTLA,LAX
162,19916.0,DTLA,LAX
163,19952.0,DTLA,LAX
164,19956.0,DTLA,LAX
165,20026.0,DTLA,LAX
166,20027.0,DTLA,LAX
167,20029.0,DTLA,LAX
168,20063.0,DTLA,LAX
169,20167.0,DTLA,LAX
170,20200.0,DTLA,LAX
171,20233.0,DTLA,LAX
172,20309.0,DTLA,LAX
173,20318.0,DTLA,LAX
174,20325.0,DTLA,LAX
175,20328.0,DTLA,LAX
176,20423.0,DTLA,LAX
177,20457.0,DTLA,LAX
178,20488.0,DTLA,LAX
179,20511.0,DTLA,LAX
180,20523.0,DTLA,LAX
181,20593.0,DTLA,LAX
1385,20647.0,LAX,DTLA
1386,20670.0,LAX,DTLA
182,20678.0,DTLA,LAX
183,20784.0,DTLA,LAX
184,20789.0,DTLA,LAX
185,20876.0,DTLA,LAX
186,20886.0,DTLA,LAX
187,20893.0,DTLA,LAX
188,20945.0,DTLA,LAX
189,20984.0,DTLA,LAX
190,20994.0,DTLA,LAX
191,21009.0,DTLA,LAX
192,21130.0,DTLA,LAX
193,21136.0,DTLA,LAX
194,21147.0,DTLA,LAX
195,21174.0,DTLA,LAX
196,21185.0,DTLA,LAX
197,21234.0,DTLA,LAX
198,21245.0,DTLA,LAX
199,21247.0,DTLA,LAX
1387,21266.0,LAX,DTLA
200,21295.0,DTLA,LAX
1388,21410.0,LAX,DTLA
201,21441.0,DTLA,LAX
202,21488.0,DTLA,LAX
203,21502.0,DTLA,LAX
204,21523.0,DTLA,LAX
205,21533.0,DTLA,LAX
206,21548.0,DTLA,LAX
207,21555.0,DTLA,LAX
208,21592.0,DTLA,LAX
209,21634.0,DTLA,LAX
210,21701.0,DTLA,LAX
211,21709.0,DTLA,LAX
212,21766.0,DTLA,LAX
213,21784.0,DTLA,LAX
214,21808.0,DTLA,LAX
215,21900.0,DTLA,LAX
216,21919.0,DTLA,LAX
217,21942.0,DTLA,LAX
218,22014.0,DTLA,LAX
219,22018.0,DTLA,LAX
220,22019.0,DTLA,LAX
221,22062.0,DTLA,LAX
222,22116.0,DTLA,LAX
223,22122.0,DTLA,LAX
224,22131.0,DTLA,LAX
225,22162.0,DTLA,LAX
226,22171.0,DTLA,LAX
227,22182.0,DTLA,LAX
228,22192.0,DTLA,LAX
229,22240.0,DTLA,LAX
1389,22287.0,LAX,DTLA
230,22309.0,DTLA,LAX
231,22332.0,DTLA,LAX
1390,22348.0,LAX,DTLA
1391,22373.0,LAX,DTLA
1392,22405.0,LAX,DTLA
232,22434.0,DTLA,LAX
233,22439.0,DTLA,LAX
234,22440.0,DTLA,LAX
1393,22466.0,LAX,DTLA
235,22500.0,DTLA,LAX
236,22503.0,DTLA,LAX
237,22536.0,DTLA,LAX
238,22544.0,DTLA,LAX
239,22571.0,DTLA,LAX
240,22594.0,DTLA,LAX
241,22595.0,DTLA,LAX
242,22657.0,DTLA,LAX
243,22704.0,DTLA,LAX
244,22719.0,DTLA,LAX
245,22780.0,DTLA,LAX
246,22784.0,DTLA,LAX
247,22793.0,DTLA,LAX
248,22822.0,DTLA,LAX
249,22909.0,DTLA,LAX
250,22923.0,DTLA,LAX
251,22931.0,DTLA,LAX
252,22959.0,DTLA,LAX
253,23007.0,DTLA,LAX
254,23081.0,DTLA,LAX
255,23086.0,DTLA,LAX
256,23092.0,DTLA,LAX
257,23140.0,DTLA,LAX
258,23158.0,DTLA,LAX
259,23233.0,DTLA,LAX
260,23255.0,DTLA,LAX
261,23256.0,DTLA,LAX
262,23274.0,DTLA,LAX
263,23423.0,DTLA,LAX
264,23425.0,DTLA,LAX
265,23494.0,DTLA,LAX
266,23517.0,DTLA,LAX
267,23536.0,DTLA,LAX
268,23543.0,DTLA,LAX
1394,23584.0,LAX,DTLA
269,23591.0,DTLA,LAX
270,23601.0,DTLA,LAX
271,23644.0,DTLA,LAX
272,23678.0,DTLA,LAX
1395,23681.0,LAX,DTLA
1396,23686.0,LAX,DTLA
1397,23728.0,LAX,DTLA
273,23743.0,DTLA,LAX
274,23755.0,DTLA,LAX
275,23783.0,DTLA,LAX
276,23784.0,DTLA,LAX
277,23794.0,DTLA,LAX
278,23799.0,DTLA,LAX
1398,23826.0,LAX,DTLA
279,23841.0,DTLA,LAX
1399,23875.0,LAX,DTLA
1400,23906.0,LAX,DTLA
280,23962.0,DTLA,LAX
281,23969.0,DTLA,LAX
282,24033.0,DTLA,LAX
283,24033.0,DTLA,LAX
284,24053.0,DTLA,LAX
285,24120.0,DTLA,LAX
286,24148.0,DTLA,LAX
287,24155.0,DTLA,LAX
288,24171.0,DTLA,LAX
1401,24172.0,LAX,DTLA
289,24181.0,DTLA,LAX
290,24219.0,DTLA,LAX
291,24239.0,DTLA,LAX
292,24269.0,DTLA,LAX
293,24274.0,DTLA,LAX
294,24283.0,DTLA,LAX
1402,24327.0,LAX,DTLA
295,24333.0,DTLA,LAX
296,24345.0,DTLA,LAX
1403,24366.0,LAX,DTLA
297,24366.0,DTLA,LAX
298,24398.0,DTLA,LAX
299,24405.0,DTLA,LAX
300,24432.0,DTLA,LAX
1404,24436.0,LAX,DTLA
301,24441.0,DTLA,LAX
1405,24456.0,LAX,DTLA
1406,24457.0,LAX,DTLA
302,24465.0,DTLA,LAX
1407,24470.0,LAX,DTLA
1408,24503.0,LAX,DTLA
1409,24576.0,LAX,DTLA
303,24590.0,DTLA,LAX
304,24604.0,DTLA,LAX
1410,24609.0,LAX,DTLA
1411,24623.0,LAX,DTLA
1412,24638.0,LAX,DTLA
305,24699.0,DTLA,LAX
1413,24707.0,LAX,DTLA
306,24737.0,DTLA,LAX
307,24757.0,DTLA,LAX
1414,24758.0,LAX,DTLA
1415,24772.0,LAX,DTLA
308,24799.0,DTLA,LAX
1416,24840.0,LAX,DTLA
309,24958.0,DTLA,LAX
310,24969.0,DTLA,LAX
1417,24982.0,LAX,DTLA
311,24992.0,DTLA,LAX
312,24995.0,DTLA,LAX
313,25015.0,DTLA,LAX
314,25015.0,DTLA,LAX
1418,25035.0,LAX,DTLA
315,25052.0,DTLA,LAX
316,25057.0,DTLA,LAX
317,25111.0,DTLA,LAX
318,25142.0,DTLA,LAX
319,25161.0,DTLA,LAX
320,25180.0,DTLA,LAX
321,25207.0,DTLA,LAX
1419,25222.0,LAX,DTLA
1420,25277.0,LAX,DTLA
1421,25289.0,LAX,DTLA
1422,25320.0,LAX,DTLA
1423,25326.0,LAX,DTLA
322,25340.0,DTLA,LAX
1424,25345.0,LAX,DTLA
1425,25347.0,LAX,DTLA
323,25354.0,DTLA,LAX
1426,25357.0,LAX,DTLA
1427,25363.0,LAX,DTLA
1428,25371.0,LAX,DTLA
324,25373.0,DTLA,LAX
1429,25382.0,LAX,DTLA
1430,25390.0,LAX,DTLA
1431,25400.0,LAX,DTLA
325,25402.0,DTLA,LAX
1432,25430.0,LAX,DTLA
1433,25447.0,LAX,DTLA
326,25518.0,DTLA,LAX
327,25520.0,DTLA,LAX
1434,25546.0,LAX,DTLA
328,25557.0,DTLA,LAX
329,25559.0,DTLA,LAX
330,25579.0,DTLA,LAX
331,25593.0,DTLA,LAX
332,25626.0,DTLA,LAX
333,25631.0,DTLA,LAX
334,25636.0,DTLA,LAX
335,25671.0,DTLA,LAX
336,25723.0,DTLA,LAX
337,25764.0,DTLA,LAX
338,25783.0,DTLA,LAX
1435,25832.0,LAX,DTLA
339,25953.0,DTLA,LAX
340,25960.0,DTLA,LAX
341,25966.0,DTLA,LAX
1436,25997.0,LAX,DTLA
342,26007.0,DTLA,LAX
1437,26009.0,LAX,DTLA
1438,26035.0,LAX,DTLA
343,26088.0,DTLA,LAX
344,26094.0,DTLA,LAX
1439,26137.0,LAX,DTLA
1440,26168.0,LAX,DTLA
345,26171.0,DTLA,LAX
1441,26186.0,LAX,DTLA
346,26339.0,DTLA,LAX
347,26379.0,DTLA,LAX
348,26380.0,DTLA,LAX
349,26387.0,DTLA,LAX
350,26389.0,DTLA,LAX
351,26525.0,DTLA,LAX
1442,26527.0,LAX,DTLA
352,26550.0,DTLA,LAX
353,26574.0,DTLA,LAX
354,26616.0,DTLA,LAX
355,26628.0,DTLA,LAX
356,26631.0,DTLA,LAX
357,26644.0,DTLA,LAX
1443,26659.0,LAX,DTLA
358,26685.0,DTLA,LAX
359,26716.0,DTLA,LAX
360,26735.0,DTLA,LAX
361,26743.0,DTLA,LAX
362,26743.0,DTLA,LAX
1444,26781.0,LAX,DTLA
1445,26793.0,LAX,DTLA
363,26838.0,DTLA,LAX
364,26865.0,DTLA,LAX
365,26871.0,DTLA,LAX
1446,26872.0,LAX,DTLA
1447,26895.0,LAX,DTLA
1448,26902.0,LAX,DTLA
1449,26905.0,LAX,DTLA
366,26934.0,DTLA,LAX
367,26975.0,DTLA,LAX
368,27060.0,DTLA,LAX
369,27072.0,DTLA,LAX
370,27077.0,DTLA,LAX
371,27084.0,DTLA,LAX
372,27108.0,DTLA,LAX
373,27119.0,DTLA,LAX
374,27124.0,DTLA,LAX
1450,27128.0,LAX,DTLA
1451,27139.0,LAX,DTLA
1452,27150.0,LAX,DTLA
375,27177.0,DTLA,LAX
376,27217.0,DTLA,LAX
1453,27222.0,LAX,DTLA
1454,27228.0,LAX,DTLA
1455,27243.0,LAX,DTLA
1456,27253.0,LAX,DTLA
377,27299.0,DTLA,LAX
1457,27301.0,LAX,DTLA
1458,27316.0,LAX,DTLA
1459,27319.0,LAX,DTLA
378,27357.0,DTLA,LAX
379,27423.0,DTLA,LAX
380,27441.0,DTLA,LAX
381,27455.0,DTLA,LAX
1460,27473.0,LAX,DTLA
1461,27487.0,LAX,DTLA
382,27492.0,DTLA,LAX
1462,27501.0,LAX,DTLA
383,27510.0,DTLA,LAX
384,27558.0,DTLA,LAX
385,27558.0,DTLA,LAX
386,27589.0,DTLA,LAX
387,27593.0,DTLA,LAX
388,27605.0,DTLA,LAX
389,27636.0,DTLA,LAX
390,27638.0,DTLA,LAX
391,27661.0,DTLA,LAX
392,27666.0,DTLA,LAX
393,27668.0,DTLA,LAX
394,27774.0,DTLA,LAX
1463,27787.0,LAX,DTLA
1464,27789.0,LAX,DTLA
1465,27798.0,LAX,DTLA
1466,27808.0,LAX,DTLA
1467,27811.0,LAX,DTLA
1468,27820.0,LAX,DTLA
1469,27859.0,LAX,DTLA
1471,27862.0,LAX,DTLA
1470,27862.0,LAX,DTLA
1472,27894.0,LAX,DTLA
1473,27902.0,LAX,DTLA
395,27906.0,DTLA,LAX
1474,27916.0,LAX,DTLA
1475,27930.0,LAX,DTLA
1476,27936.0,LAX,DTLA
396,27938.0,DTLA,LAX
397,27946.0,DTLA,LAX
1477,27967.0,LAX,DTLA
1478,27979.0,LAX,DTLA
398,27988.0,DTLA,LAX
1479,27992.0,LAX,DTLA
1480,28025.0,LAX,DTLA
1481,28030.0,LAX,DTLA
399,28044.0,DTLA,LAX
400,28046.0,DTLA,LAX
401,28090.0,DTLA,LAX
402,28112.0,DTLA,LAX
1482,28127.0,LAX,DTLA
403,28150.0,DTLA,LAX
1483,28158.0,LAX,DTLA
1484,28192.0,LAX,DTLA
404,28204.0,DTLA,LAX
405,28210.0,DTLA,LAX
406,28250.0,DTLA,LAX
407,28334.0,DTLA,LAX
408,28353.0,DTLA,LAX
409,28413.0,DTLA,LAX
1485,28425.0,LAX,DTLA
410,28464.0,DTLA,LAX
411,28465.0,DTLA,LAX
1486,28493.0,LAX,DTLA
412,28503.0,DTLA,LAX
413,28517.0,DTLA,LAX
1487,28526.0,LAX,DTLA
414,28532.0,DTLA,LAX
1488,28550.0,LAX,DTLA
1489,28579.0,LAX,DTLA
1490,28579.0,LAX,DTLA
1491,28588.0,LAX,DTLA
1492,28620.0,LAX,DTLA
1493,28625.0,LAX,DTLA
415,28627.0,DTLA,LAX
416,28650.0,DTLA,LAX
417,28657.0,DTLA,LAX
418,28714.0,DTLA,LAX
419,28715.0,DTLA,LAX
1494,28750.0,LAX,DTLA
1495,28817.0,LAX,DTLA
1496,28863.0,LAX,DTLA
1497,28889.0,LAX,DTLA
420,28895.0,DTLA,LAX
1498,28919.0,LAX,DTLA
421,29048.0,DTLA,LAX
422,29126.0,DTLA,LAX
1499,29140.0,LAX,DTLA
1500,29156.0,LAX,DTLA
423,29166.0,DTLA,LAX
424,29182.0,DTLA,LAX
1501,29194.0,LAX,DTLA
425,29207.0,DTLA,LAX
426,29239.0,DTLA,LAX
1502,29263.0,LAX,DTLA
1503,29270.0,LAX,DTLA
427,29287.0,DTLA,LAX
1504,29307.0,LAX,DTLA
428,29336.0,DTLA,LAX
429,29336.0,DTLA,LAX
430,29365.0,DTLA,LAX
431,29389.0,DTLA,LAX
1505,29392.0,LAX,DTLA
432,29413.0,DTLA,LAX
1506,29432.0,LAX,DTLA
1507,29447.0,LAX,DTLA
433,29449.0,DTLA,LAX
434,29452.0,DTLA,LAX
435,29481.0,DTLA,LAX
436,29498.0,DTLA,LAX
1508,29503.0,LAX,DTLA
437,29516.0,DTLA,LAX
438,29521.0,DTLA,LAX
1509,29554.0,LAX,DTLA
1510,29558.0,LAX,DTLA
1511,29565.0,LAX,DTLA
439,29566.0,DTLA,LAX
440,29570.0,DTLA,LAX
441,29587.0,DTLA,LAX
442,29616.0,DTLA,LAX
443,29616.0,DTLA,LAX
444,29626.0,DTLA,LAX
445,29727.0,DTLA,LAX
446,29743.0,DTLA,LAX
1512,29746.0,LAX,DTLA
447,29752.0,DTLA,LAX
448,29782.0,DTLA,LAX
449,29801.0,DTLA,LAX
1513,29806.0,LAX,DTLA
450,29807.0,DTLA,LAX
1514,29837.0,LAX,DTLA
1515,29908.0,LAX,DTLA
451,29948.0,DTLA,LAX
452,30010.0,DTLA,LAX
453,30021.0,DTLA,LAX
454,30037.0,DTLA,LAX
455,30042.0,DTLA,LAX
456,30099.0,DTLA,LAX
457,30126.0,DTLA,LAX
458,30134.0,DTLA,LAX
459,30185.0,DTLA,LAX
1516,30201.0,LAX,DTLA
460,30212.0,DTLA,LAX
1517,30227.0,LAX,DTLA
461,30263.0,DTLA,LAX
462,30320.0,DTLA,LAX
1518,30386.0,LAX,DTLA
463,30394.0,DTLA,LAX
464,30398.0,DTLA,LAX
1519,30436.0,LAX,DTLA
1520,30437.0,LAX,DTLA
465,30447.0,DTLA,LAX
1521,30455.0,LAX,DTLA
466,30471.0,DTLA,LAX
1522,30538.0,LAX,DTLA
467,30546.0,DTLA,LAX
1523,30565.0,LAX,DTLA
468,30571.0,DTLA,LAX
469,30619.0,DTLA,LAX
1524,30637.0,LAX,DTLA
470,30725.0,DTLA,LAX
1525,30743.0,LAX,DTLA
1526,30771.0,LAX,DTLA
471,30783.0,DTLA,LAX
472,30816.0,DTLA,LAX
473,30822.0,DTLA,LAX
474,30824.0,DTLA,LAX
475,30858.0,DTLA,LAX
476,30865.0,DTLA,LAX
1527,30915.0,LAX,DTLA
477,30929.0,DTLA,LAX
478,30967.0,DTLA,LAX
479,30976.0,DTLA,LAX
1528,30978.0,LAX,DTLA
1529,30999.0,LAX,DTLA
480,31005.0,DTLA,LAX
1530,31013.0,LAX,DTLA
481,31134.0,DTLA,LAX
482,31161.0,DTLA,LAX
1531,31186.0,LAX,DTLA
1532,31201.0,LAX,DTLA
483,31239.0,DTLA,LAX
1533,31243.0,LAX,DTLA
484,31247.0,DTLA,LAX
1534,31249.0,LAX,DTLA
485,31255.0,DTLA,LAX
1535,31255.0,LAX,DTLA
1536,31272.0,LAX,DTLA
1537,31285.0,LAX,DTLA
486,31303.0,DTLA,LAX
487,31304.0,DTLA,LAX
1538,31306.0,LAX,DTLA
488,31320.0,DTLA,LAX
1539,31329.0,LAX,DTLA
1540,31332.0,LAX,DTLA
1541,31354.0,LAX,DTLA
1542,31360.0,LAX,DTLA
1543,31366.0,LAX,DTLA
1544,31408.0,LAX,DTLA
1545,31447.0,LAX,DTLA
489,31511.0,DTLA,LAX
1546,31535.0,LAX,DTLA
1547,31539.0,LAX,DTLA
1548,31595.0,LAX,DTLA
490,31649.0,DTLA,LAX
491,31712.0,DTLA,LAX
492,31761.0,DTLA,LAX
493,31827.0,DTLA,LAX
1549,31889.0,LAX,DTLA
1550,31904.0,LAX,DTLA
1551,31905.0,LAX,DTLA
494,31933.0,DTLA,LAX
1552,31950.0,LAX,DTLA
495,31960.0,DTLA,LAX
1553,31962.0,LAX,DTLA
496,31989.0,DTLA,LAX
1555,32013.0,LAX,DTLA
1554,32013.0,LAX,DTLA
1556,32030.0,LAX,DTLA
497,32043.0,DTLA,LAX
1557,32085.0,LAX,DTLA
1558,32102.0,LAX,DTLA
1559,32125.0,LAX,DTLA
1560,32134.0,LAX,DTLA
498,32167.0,DTLA,LAX
499,32197.0,DTLA,LAX
1561,32239.0,LAX,DTLA
1562,32269.0,LAX,DTLA
500,32282.0,DTLA,LAX
1563,32310.0,LAX,DTLA
1564,32337.0,LAX,DTLA
501,32356.0,DTLA,LAX
1565,32356.0,LAX,DTLA
502,32374.0,DTLA,LAX
503,32396.0,DTLA,LAX
504,32397.0,DTLA,LAX
1566,32415.0,LAX,DTLA
1567,32429.0,LAX,DTLA
505,32442.0,DTLA,LAX
506,32445.0,DTLA,LAX
507,32460.0,DTLA,LAX
1568,32477.0,LAX,DTLA
508,32511.0,DTLA,LAX
1569,32540.0,LAX,DTLA
1570,32546.0,LAX,DTLA
509,32547.0,DTLA,LAX
1571,32550.0,LAX,DTLA
510,32595.0,DTLA,LAX
1572,32607.0,LAX,DTLA
511,32629.0,DTLA,LAX
1573,32650.0,LAX,DTLA
512,32701.0,DTLA,LAX
513,32716.0,DTLA,LAX
1575,32718.0,LAX,DTLA
1574,32718.0,LAX,DTLA
1576,32727.0,LAX,DTLA
514,32732.0,DTLA,LAX
1577,32741.0,LAX,DTLA
1578,32742.0,LAX,DTLA
1579,32755.0,LAX,DTLA
1580,32758.0,LAX,DTLA
515,32788.0,DTLA,LAX
1581,32790.0,LAX,DTLA
516,32873.0,DTLA,LAX
517,32896.0,DTLA,LAX
518,32933.0,DTLA,LAX
1582,32935.0,LAX,DTLA
519,32950.0,DTLA,LAX
1583,32950.0,LAX,DTLA
1584,32986.0,LAX,DTLA
1585,33000.0,LAX,DTLA
1586,33007.0,LAX,DTLA
520,33030.0,DTLA,LAX
521,33054.0,DTLA,LAX
522,33080.0,DTLA,LAX
1587,33087.0,LAX,DTLA
523,33128.0,DTLA,LAX
1588,33140.0,LAX,DTLA
524,33177.0,DTLA,LAX
525,33185.0,DTLA,LAX
1589,33206.0,LAX,DTLA
1590,33250.0,LAX,DTLA
526,33268.0,DTLA,LAX
1591,33308.0,LAX,DTLA
1592,33309.0,LAX,DTLA
1593,33326.0,LAX,DTLA
527,33358.0,DTLA,LAX
1594,33361.0,LAX,DTLA
1595,33388.0,LAX,DTLA
528,33402.0,DTLA,LAX
529,33412.0,DTLA,LAX
1596,33434.0,LAX,DTLA
1597,33457.0,LAX,DTLA
1598,33462.0,LAX,DTLA
1599,33464.0,LAX,DTLA
530,33465.0,DTLA,LAX
1600,33517.0,LAX,DTLA
531,33526.0,DTLA,LAX
1601,33542.0,LAX,DTLA
532,33635.0,DTLA,LAX
533,33689.0,DTLA,LAX
534,33710.0,DTLA,LAX
535,33782.0,DTLA,LAX
536,33801.0,DTLA,LAX
1602,33818.0,LAX,DTLA
1603,33821.0,LAX,DTLA
537,33824.0,DTLA,LAX
1604,33827.0,LAX,DTLA
538,33834.0,DTLA,LAX
539,33853.0,DTLA,LAX
540,33883.0,DTLA,LAX
1605,33883.0,LAX,DTLA
1606,33905.0,LAX,DTLA
541,33921.0,DTLA,LAX
542,33922.0,DTLA,LAX
1607,33937.0,LAX,DTLA
543,33949.0,DTLA,LAX
1608,33977.0,LAX,DTLA
544,33984.0,DTLA,LAX
1609,33996.0,LAX,DTLA
545,34004.0,DTLA,LAX
546,34016.0,DTLA,LAX
547,34037.0,DTLA,LAX
548,34047.0,DTLA,LAX
549,34048.0,DTLA,LAX
550,34088.0,DTLA,LAX
551,34125.0,DTLA,LAX
552,34131.0,DTLA,LAX
553,34159.0,DTLA,LAX
554,34160.0,DTLA,LAX
555,34165.0,DTLA,LAX
556,34190.0,DTLA,LAX
1610,34192.0,LAX,DTLA
557,34197.0,DTLA,LAX
558,34199.0,DTLA,LAX
1611,34212.0,LAX,DTLA
1612,34221.0,LAX,DTLA
1613,34238.0,LAX,DTLA
1614,34251.0,LAX,DTLA
1615,34251.0,LAX,DTLA
559,34271.0,DTLA,LAX
1616,34303.0,LAX,DTLA
1617,34308.0,LAX,DTLA
1618,34310.0,LAX,DTLA
1619,34327.0,LAX,DTLA
560,34330.0,DTLA,LAX
561,34332.0,DTLA,LAX
1620,34353.0,LAX,DTLA
1621,34393.0,LAX,DTLA
562,34408.0,DTLA,LAX
1622,34412.0,LAX,DTLA
563,34428.0,DTLA,LAX
1623,34451.0,LAX,DTLA
1624,34459.0,LAX,DTLA
564,34461.0,DTLA,LAX
1625,34462.0,LAX,DTLA
