passenger_arrival_time,origin_vertiport_id,destination_vertiport_id,passenger_id
17230,SFO,SANTACRUZ,147
17296,SFO,SANTACRUZ,148
17313,SANTACRUZ,SFO,149
17372,SFO,SANTACRUZ,150
17454,SFO,SANTACRUZ,151
17524,SFO,SANTACRUZ,152
17542,SANTACRUZ,SFO,153
17615,SFO,SANTACRUZ,154
17677,SFO,SANTACRUZ,155
17750,SFO,SANTACRUZ,156
17765,SANTACRUZ,SFO,157
17814,SFO,SANTACRUZ,158
17867,SFO,SANTACRUZ,159
17953,SFO,SANTACRUZ,160
17999,SANTACRUZ,SFO,161
18025,SFO,SANTACRUZ,162
18059,SFO,SANTACRUZ,163
18126,SFO,SANTACRUZ,164
18187,SFO,SANTACRUZ,165
18240,SANTACRUZ,SFO,166
18251,SFO,SANTACRUZ,167
18312,SFO,SANTACRUZ,168
18385,SFO,SANTACRUZ,169
18449,SFO,SANTACRUZ,170
18486,SANTACRUZ,SFO,171
18501,SFO,SANTACRUZ,172
18578,SFO,SANTACRUZ,173
18638,SFO,SANTACRUZ,174
18700,SFO,SANTACRUZ,175
18732,SANTACRUZ,SFO,176
18754,SFO,SANTACRUZ,177
18824,SFO,SANTACRUZ,178
18895,SFO,SANTACRUZ,179
18935,SFO,SANTACRUZ,180
18967,SANTACRUZ,SFO,181
18986,SFO,SANTACRUZ,182
19032,SFO,SANTACRUZ,183
19077,SANTACRUZ,SFO,184
19088,SFO,SANTACRUZ,185
19130,SFO,SANTACRUZ,186
19163,SFO,SANTACRUZ,187
19205,SFO,SANTACRUZ,188
19256,SFO,SANTACRUZ,189
19263,SANTACRUZ,SFO,190
19299,SFO,SANTACRUZ,191
19339,SFO,SANTACRUZ,192
19372,SFO,SANTACRUZ,193
19425,SFO,SANTACRUZ,194
19448,SANTACRUZ,SFO,195
19467,SFO,SANTACRUZ,196
19516,SFO,SANTACRUZ,197
19561,SFO,SANTACRUZ,198
19607,SFO,SANTACRUZ,199
19611,SANTACRUZ,SFO,200
19661,SFO,SANTACRUZ,201
19709,SFO,SANTACRUZ,202
19759,SFO,SANTACRUZ,203
19794,SANTACRUZ,SFO,204
19838,SFO,SANTACRUZ,205
19878,SFO,SANTACRUZ,206
19913,SFO,SANTACRUZ,207
19931,SANTACRUZ,SFO,208
19950,SFO,SANTACRUZ,209
19983,SFO,SANTACRUZ,210
20023,SFO,SANTACRUZ,211
20065,SANTACRUZ,SFO,212
20071,SFO,SANTACRUZ,213
20114,SFO,SANTACRUZ,214
20163,SFO,SANTACRUZ,215
20206,SFO,SANTACRUZ,216
20210,SANTACRUZ,SFO,217
20250,SFO,SANTACRUZ,218
20284,SFO,SANTACRUZ,219
20322,SFO,SANTACRUZ,220
20336,SANTACRUZ,SFO,221
20369,SFO,SANTACRUZ,222
20422,SFO,SANTACRUZ,223
20468,SFO,SANTACRUZ,224
20476,SANTACRUZ,SFO,225
20509,SFO,SANTACRUZ,226
20536,SFO,SANTACRUZ,227
20570,SFO,SANTACRUZ,228
20591,SANTACRUZ,SFO,229
20606,SFO,SANTACRUZ,230
20643,SFO,SANTACRUZ,231
20690,SFO,SANTACRUZ,232
20707,SANTACRUZ,SFO,233
20726,SFO,SANTACRUZ,234
20741,SFO,SANTACRUZ,235
20768,SFO,SANTACRUZ,236
20798,SANTACRUZ,SFO,237
20801,SFO,SANTACRUZ,238
20832,SFO,SANTACRUZ,239
20862,SFO,SANTACRUZ,240
20899,SFO,SANTACRUZ,241
20921,SANTACRUZ,SFO,242
20941,SFO,SANTACRUZ,243
20986,SFO,SANTACRUZ,244
21020,SFO,SANTACRUZ,245
21031,SANTACRUZ,SFO,246
21054,SFO,SANTACRUZ,247
21093,SFO,SANTACRUZ,248
21133,SFO,SANTACRUZ,249
21150,SANTACRUZ,SFO,250
21176,SFO,SANTACRUZ,251
21212,SFO,SANTACRUZ,252
21262,SFO,SANTACRUZ,253
21270,SANTACRUZ,SFO,254
21296,SFO,SANTACRUZ,255
21330,SFO,SANTACRUZ,256
21383,SFO,SANTACRUZ,257
21390,SANTACRUZ,SFO,258
21426,SFO,SANTACRUZ,259
21461,SFO,SANTACRUZ,260
21498,SFO,SANTACRUZ,261
21503,SANTACRUZ,SFO,262
21532,SFO,SANTACRUZ,263
21570,SFO,SANTACRUZ,264
21605,SANTACRUZ,SFO,265
21646,SFO,SANTACRUZ,266
21685,SFO,SANTACRUZ,267
21709,SANTACRUZ,SFO,268
21727,SFO,SANTACRUZ,269
21779,SFO,SANTACRUZ,270
21804,SANTACRUZ,SFO,271
21807,SFO,SANTACRUZ,272
21839,SFO,SANTACRUZ,273
21870,SFO,SANTACRUZ,274
21907,SFO,SANTACRUZ,275
21910,SANTACRUZ,SFO,276
21942,SFO,SANTACRUZ,277
21990,SFO,SANTACRUZ,278
21999,SANTACRUZ,SFO,279
22030,SFO,SANTACRUZ,280
22068,SFO,SANTACRUZ,281
22101,SANTACRUZ,SFO,282
22102,SFO,SANTACRUZ,283
22137,SFO,SANTACRUZ,284
22177,SFO,SANTACRUZ,285
22213,SFO,SANTACRUZ,286
22220,SANTACRUZ,SFO,287
22260,SFO,SANTACRUZ,288
22294,SFO,SANTACRUZ,289
22321,SANTACRUZ,SFO,290
22324,SFO,SANTACRUZ,291
22368,SFO,SANTACRUZ,292
22409,SFO,SANTACRUZ,293
22428,SANTACRUZ,SFO,294
22442,SFO,SANTACRUZ,295
22484,SFO,SANTACRUZ,296
22525,SANTACRUZ,SFO,297
22540,SFO,SANTACRUZ,298
22580,SFO,SANTACRUZ,299
22588,SANTACRUZ,SFO,300
22609,SFO,SANTACRUZ,301
22650,SFO,SANTACRUZ,302
22662,SANTACRUZ,SFO,303
22683,SFO,SANTACRUZ,304
22723,SFO,SANTACRUZ,305
22725,SANTACRUZ,SFO,306
22764,SFO,SANTACRUZ,307
22802,SANTACRUZ,SFO,308
22820,SFO,SANTACRUZ,309
22863,SFO,SANTACRUZ,310
22880,SANTACRUZ,SFO,311
22902,SFO,SANTACRUZ,312
22947,SFO,SANTACRUZ,313
22967,SANTACRUZ,SFO,314
22985,SFO,SANTACRUZ,315
23028,SFO,SANTACRUZ,316
23050,SANTACRUZ,SFO,317
23062,SFO,SANTACRUZ,318
23103,SFO,SANTACRUZ,319
23136,SANTACRUZ,SFO,320
23144,SFO,SANTACRUZ,321
23183,SFO,SANTACRUZ,322
23213,SANTACRUZ,SFO,323
23223,SFO,SANTACRUZ,324
23273,SFO,SANTACRUZ,325
23297,SANTACRUZ,SFO,326
23305,SFO,SANTACRUZ,327
23358,SFO,SANTACRUZ,328
23382,SANTACRUZ,SFO,329
23390,SFO,SANTACRUZ,330
23428,SFO,SANTACRUZ,331
23432,SFO,SANTACRUZ,332
23463,SANTACRUZ,SFO,333
23470,SFO,SANTACRUZ,334
23513,SFO,SANTACRUZ,335
23536,SFO,SANTACRUZ,336
23537,SANTACRUZ,SFO,337
23578,SFO,SANTACRUZ,338
23614,SFO,SANTACRUZ,339
23624,SANTACRUZ,SFO,340
23651,SFO,SANTACRUZ,341
23683,SFO,SANTACRUZ,342
23687,SANTACRUZ,SFO,343
23725,SFO,SANTACRUZ,344
23757,SANTACRUZ,SFO,345
23766,SFO,SANTACRUZ,346
23801,SFO,SANTACRUZ,347
23818,SANTACRUZ,SFO,348
23840,SFO,SANTACRUZ,349
23878,SFO,SANTACRUZ,350
23884,SANTACRUZ,SFO,351
23936,SFO,SANTACRUZ,352
23947,SANTACRUZ,SFO,353
23965,SFO,SANTACRUZ,354
24006,SFO,SANTACRUZ,355
24027,SANTACRUZ,SFO,356
24042,SFO,SANTACRUZ,357
24084,SFO,SANTACRUZ,358
24097,SANTACRUZ,SFO,359
24128,SFO,SANTACRUZ,360
24164,SFO,SANTACRUZ,361
24172,SANTACRUZ,SFO,362
24191,SFO,SANTACRUZ,363
24229,SFO,SANTACRUZ,364
24243,SANTACRUZ,SFO,365
24259,SFO,SANTACRUZ,366
24302,SANTACRUZ,SFO,367
24341,SFO,SANTACRUZ,368
24357,SANTACRUZ,SFO,369
24378,SFO,SANTACRUZ,370
24421,SFO,SANTACRUZ,371
24423,SANTACRUZ,SFO,372
24468,SFO,SANTACRUZ,373
24495,SANTACRUZ,SFO,374
24507,SFO,SANTACRUZ,375
24541,SFO,SANTACRUZ,376
24556,SANTACRUZ,SFO,377
24588,SFO,SANTACRUZ,378
24627,SFO,SANTACRUZ,379
24636,SANTACRUZ,SFO,380
24665,SFO,SANTACRUZ,381
24690,SANTACRUZ,SFO,382
24695,SFO,SANTACRUZ,383
24732,SFO,SANTACRUZ,384
24754,SANTACRUZ,SFO,385
24774,SFO,SANTACRUZ,386
24809,SANTACRUZ,SFO,387
24817,SFO,SANTACRUZ,388
24854,SANTACRUZ,SFO,389
24854,SFO,SANTACRUZ,390
24895,SFO,SANTACRUZ,391
24930,SANTACRUZ,SFO,392
24941,SFO,SANTACRUZ,393
24984,SFO,SANTACRUZ,394
24993,SANTACRUZ,SFO,395
25014,SFO,SANTACRUZ,396
25048,SANTACRUZ,SFO,397
25051,SFO,SANTACRUZ,398
25081,SFO,SANTACRUZ,399
25111,SANTACRUZ,SFO,400
25124,SFO,SANTACRUZ,401
25167,SANTACRUZ,SFO,402
25179,SFO,SANTACRUZ,403
25226,SFO,SANTACRUZ,404
25227,SANTACRUZ,SFO,405
25238,SFO,SANTACRUZ,406
25257,SANTACRUZ,SFO,407
25276,SFO,SANTACRUZ,408
25307,SFO,SANTACRUZ,409
25325,SANTACRUZ,SFO,410
25345,SFO,SANTACRUZ,411
25380,SFO,SANTACRUZ,412
25385,SANTACRUZ,SFO,413
25407,SFO,SANTACRUZ,414
25433,SANTACRUZ,SFO,415
25439,SFO,SANTACRUZ,416
25472,SFO,SANTACRUZ,417
25498,SFO,SANTACRUZ,418
25505,SANTACRUZ,SFO,419
25528,SFO,SANTACRUZ,420
25561,SANTACRUZ,SFO,421
25571,SFO,SANTACRUZ,422
25601,SFO,SANTACRUZ,423
25619,SANTACRUZ,SFO,424
25637,SFO,SANTACRUZ,425
25669,SANTACRUZ,SFO,426
25672,SFO,SANTACRUZ,427
25707,SFO,SANTACRUZ,428
25734,SANTACRUZ,SFO,429
25749,SFO,SANTACRUZ,430
25786,SFO,SANTACRUZ,431
25801,SANTACRUZ,SFO,432
25821,SFO,SANTACRUZ,433
25848,SANTACRUZ,SFO,434
25858,SFO,SANTACRUZ,435
25891,SFO,SANTACRUZ,436
25912,SANTACRUZ,SFO,437
25920,SFO,SANTACRUZ,438
25959,SFO,SANTACRUZ,439
25970,SANTACRUZ,SFO,440
26005,SFO,SANTACRUZ,441
26039,SFO,SANTACRUZ,442
26040,SANTACRUZ,SFO,443
26094,SANTACRUZ,SFO,444
26138,SANTACRUZ,SFO,445
26151,SFO,SANTACRUZ,446
26186,SFO,SANTACRUZ,447
26186,SANTACRUZ,SFO,448
26223,SFO,SANTACRUZ,449
26243,SANTACRUZ,SFO,450
26257,SFO,SANTACRUZ,451
26291,SANTACRUZ,SFO,452
26304,SFO,SANTACRUZ,453
26336,SANTACRUZ,SFO,454
26342,SFO,SANTACRUZ,455
26374,SANTACRUZ,SFO,456
26384,SFO,SANTACRUZ,457
26417,SFO,SANTACRUZ,458
26433,SANTACRUZ,SFO,459
26467,SFO,SANTACRUZ,460
26480,SANTACRUZ,SFO,461
26505,SFO,SANTACRUZ,462
26535,SANTACRUZ,SFO,463
26536,SFO,SANTACRUZ,464
26582,SFO,SANTACRUZ,465
26585,SANTACRUZ,SFO,466
26612,SFO,SANTACRUZ,467
26637,SANTACRUZ,SFO,468
26647,SFO,SANTACRUZ,469
26685,SFO,SANTACRUZ,470
26697,SANTACRUZ,SFO,471
26725,SFO,SANTACRUZ,472
26750,SANTACRUZ,SFO,473
26766,SFO,SANTACRUZ,474
26803,SFO,SANTACRUZ,475
26806,SANTACRUZ,SFO,476
26837,SFO,SANTACRUZ,477
26857,SANTACRUZ,SFO,478
26874,SFO,SANTACRUZ,479
26911,SANTACRUZ,SFO,480
26919,SFO,SANTACRUZ,481
26959,SANTACRUZ,SFO,482
26973,SFO,SANTACRUZ,483
27021,SFO,SANTACRUZ,484
27036,SFO,SANTACRUZ,485
27045,SANTACRUZ,SFO,486
27071,SFO,SANTACRUZ,487
27093,SANTACRUZ,SFO,488
27101,SFO,SANTACRUZ,489
27134,SFO,SANTACRUZ,490
27150,SANTACRUZ,SFO,491
27178,SFO,SANTACRUZ,492
27202,SANTACRUZ,SFO,493
27217,SFO,SANTACRUZ,494
27255,SFO,SANTACRUZ,495
27260,SANTACRUZ,SFO,496
27300,SFO,SANTACRUZ,497
27311,SANTACRUZ,SFO,498
27341,SFO,SANTACRUZ,499
27364,SANTACRUZ,SFO,500
27384,SFO,SANTACRUZ,501
27406,SANTACRUZ,SFO,502
27429,SFO,SANTACRUZ,503
27452,SANTACRUZ,SFO,504
27478,SFO,SANTACRUZ,505
27508,SANTACRUZ,SFO,506
27513,SFO,SANTACRUZ,507
27551,SFO,SANTACRUZ,508
27571,SANTACRUZ,SFO,509
27581,SFO,SANTACRUZ,510
27620,SFO,SANTACRUZ,511
27625,SANTACRUZ,SFO,512
27664,SFO,SANTACRUZ,513
27675,SANTACRUZ,SFO,514
27701,SFO,SANTACRUZ,515
27709,SANTACRUZ,SFO,516
27749,SFO,SANTACRUZ,517
27751,SANTACRUZ,SFO,518
27795,SANTACRUZ,SFO,519
27799,SFO,SANTACRUZ,520
27831,SFO,SANTACRUZ,521
27840,SANTACRUZ,SFO,522
27862,SFO,SANTACRUZ,523
27896,SANTACRUZ,SFO,524
27913,SFO,SANTACRUZ,525
27935,SFO,SANTACRUZ,526
27940,SANTACRUZ,SFO,527
27947,SANTACRUZ,SFO,528
27966,SFO,SANTACRUZ,529
27979,SANTACRUZ,SFO,530
28013,SFO,SANTACRUZ,531
28018,SANTACRUZ,SFO,532
28054,SANTACRUZ,SFO,533
28062,SFO,SANTACRUZ,534
28089,SANTACRUZ,SFO,535
28102,SFO,SANTACRUZ,536
28132,SANTACRUZ,SFO,537
28138,SFO,SANTACRUZ,538
28176,SFO,SANTACRUZ,539
28180,SANTACRUZ,SFO,540
28225,SFO,SANTACRUZ,541
28231,SANTACRUZ,SFO,542
28268,SFO,SANTACRUZ,543
28270,SANTACRUZ,SFO,544
28308,SFO,SANTACRUZ,545
28310,SANTACRUZ,SFO,546
28353,SFO,SANTACRUZ,547
28355,SANTACRUZ,SFO,548
28397,SFO,SANTACRUZ,549
28401,SANTACRUZ,SFO,550
28435,SFO,SANTACRUZ,551
28450,SANTACRUZ,SFO,552
28473,SFO,SANTACRUZ,553
28492,SANTACRUZ,SFO,554
28514,SFO,SANTACRUZ,555
28549,SANTACRUZ,SFO,556
28561,SFO,SANTACRUZ,557
28588,SANTACRUZ,SFO,558
28598,SFO,SANTACRUZ,559
28628,SANTACRUZ,SFO,560
28643,SFO,SANTACRUZ,561
28676,SFO,SANTACRUZ,562
28688,SANTACRUZ,SFO,563
28706,SFO,SANTACRUZ,564
28737,SANTACRUZ,SFO,565
28738,SFO,SANTACRUZ,566
28777,SANTACRUZ,SFO,567
28787,SFO,SANTACRUZ,568
28834,SFO,SANTACRUZ,569
28837,SFO,SANTACRUZ,570
28845,SANTACRUZ,SFO,571
28881,SFO,SANTACRUZ,572
28887,SANTACRUZ,SFO,573
28923,SFO,SANTACRUZ,574
28933,SANTACRUZ,SFO,575
28962,SFO,SANTACRUZ,576
28988,SANTACRUZ,SFO,577
29002,SFO,SANTACRUZ,578
29035,SANTACRUZ,SFO,579
29045,SFO,SANTACRUZ,580
29085,SANTACRUZ,SFO,581
29089,SFO,SANTACRUZ,582
29138,SFO,SANTACRUZ,583
29146,SANTACRUZ,SFO,584
29174,SFO,SANTACRUZ,585
29181,SANTACRUZ,SFO,586
29213,SFO,SANTACRUZ,587
29220,SANTACRUZ,SFO,588
29248,SFO,SANTACRUZ,589
29258,SANTACRUZ,SFO,590
29284,SFO,SANTACRUZ,591
29303,SANTACRUZ,SFO,592
29315,SFO,SANTACRUZ,593
29342,SFO,SANTACRUZ,594
29346,SANTACRUZ,SFO,595
29379,SFO,SANTACRUZ,596
29404,SANTACRUZ,SFO,597
29422,SFO,SANTACRUZ,598
29452,SANTACRUZ,SFO,599
29465,SFO,SANTACRUZ,600
29497,SFO,SANTACRUZ,601
29498,SANTACRUZ,SFO,602
29529,SFO,SANTACRUZ,603
29540,SANTACRUZ,SFO,604
29568,SFO,SANTACRUZ,605
29583,SANTACRUZ,SFO,606
29601,SFO,SANTACRUZ,607
29631,SANTACRUZ,SFO,608
29631,SFO,SANTACRUZ,609
29667,SFO,SANTACRUZ,610
29675,SANTACRUZ,SFO,611
29739,SFO,SANTACRUZ,612
29756,SANTACRUZ,SFO,613
29783,SFO,SANTACRUZ,614
29798,SANTACRUZ,SFO,615
29835,SFO,SANTACRUZ,616
29835,SANTACRUZ,SFO,617
29875,SFO,SANTACRUZ,618
29887,SANTACRUZ,SFO,619
29910,SFO,SANTACRUZ,620
29937,SANTACRUZ,SFO,621
29960,SFO,SANTACRUZ,622
29978,SANTACRUZ,SFO,623
30003,SFO,SANTACRUZ,624
30029,SANTACRUZ,SFO,625
30053,SFO,SANTACRUZ,626
30077,SANTACRUZ,SFO,627
30100,SFO,SANTACRUZ,628
30125,SANTACRUZ,SFO,629
30133,SFO,SANTACRUZ,630
30161,SANTACRUZ,SFO,631
30167,SFO,SANTACRUZ,632
30211,SANTACRUZ,SFO,633
30211,SFO,SANTACRUZ,634
30250,SFO,SANTACRUZ,635
30252,SANTACRUZ,SFO,636
30284,SFO,SANTACRUZ,637
30301,SANTACRUZ,SFO,638
30325,SFO,SANTACRUZ,639
30350,SANTACRUZ,SFO,640
30364,SFO,SANTACRUZ,641
30403,SFO,SANTACRUZ,642
30416,SANTACRUZ,SFO,643
30444,SFO,SANTACRUZ,644
30467,SANTACRUZ,SFO,645
30479,SFO,SANTACRUZ,646
30514,SANTACRUZ,SFO,647
30518,SFO,SANTACRUZ,648
30559,SFO,SANTACRUZ,649
30568,SANTACRUZ,SFO,650
30593,SFO,SANTACRUZ,651
30614,SANTACRUZ,SFO,652
30632,SFO,SANTACRUZ,653
30640,SFO,SANTACRUZ,654
30651,SANTACRUZ,SFO,655
30685,SFO,SANTACRUZ,656
30692,SANTACRUZ,SFO,657
30721,SFO,SANTACRUZ,658
30742,SANTACRUZ,SFO,659
30753,SFO,SANTACRUZ,660
30786,SFO,SANTACRUZ,661
30792,SANTACRUZ,SFO,662
30829,SFO,SANTACRUZ,663
30839,SANTACRUZ,SFO,664
30873,SFO,SANTACRUZ,665
30887,SANTACRUZ,SFO,666
30909,SFO,SANTACRUZ,667
30946,SANTACRUZ,SFO,668
30950,SFO,SANTACRUZ,669
30986,SANTACRUZ,SFO,670
30998,SFO,SANTACRUZ,671
31035,SFO,SANTACRUZ,672
31049,SANTACRUZ,SFO,673
31080,SFO,SANTACRUZ,674
31095,SANTACRUZ,SFO,675
31125,SFO,SANTACRUZ,676
31134,SANTACRUZ,SFO,677
31166,SFO,SANTACRUZ,678
31180,SANTACRUZ,SFO,679
31215,SFO,SANTACRUZ,680
31231,SANTACRUZ,SFO,681
31251,SFO,SANTACRUZ,682
31261,SANTACRUZ,SFO,683
31296,SFO,SANTACRUZ,684
31312,SANTACRUZ,SFO,685
31340,SFO,SANTACRUZ,686
31356,SANTACRUZ,SFO,687
31379,SFO,SANTACRUZ,688
31401,SANTACRUZ,SFO,689
31428,SFO,SANTACRUZ,690
31441,SANTACRUZ,SFO,691
31479,SFO,SANTACRUZ,692
31492,SANTACRUZ,SFO,693
31517,SFO,SANTACRUZ,694
31533,SFO,SANTACRUZ,695
31549,SANTACRUZ,SFO,696
31578,SFO,SANTACRUZ,697
31592,SANTACRUZ,SFO,698
31617,SFO,SANTACRUZ,699
31640,SANTACRUZ,SFO,700
31655,SFO,SANTACRUZ,701
31686,SANTACRUZ,SFO,702
31698,SFO,SANTACRUZ,703
31740,SFO,SANTACRUZ,704
31755,SANTACRUZ,SFO,705
31776,SFO,SANTACRUZ,706
31792,SANTACRUZ,SFO,707
31816,SFO,SANTACRUZ,708
31841,SANTACRUZ,SFO,709
31858,SFO,SANTACRUZ,710
31885,SANTACRUZ,SFO,711
31901,SFO,SANTACRUZ,712
31935,SANTACRUZ,SFO,713
31954,SFO,SANTACRUZ,714
31988,SANTACRUZ,SFO,715
31998,SFO,SANTACRUZ,716
32032,SANTACRUZ,SFO,717
32058,SFO,SANTACRUZ,718
32066,SANTACRUZ,SFO,719
32092,SFO,SANTACRUZ,720
32112,SANTACRUZ,SFO,721
32150,SANTACRUZ,SFO,722
32151,SFO,SANTACRUZ,723
32196,SFO,SANTACRUZ,724
32199,SANTACRUZ,SFO,725
32244,SANTACRUZ,SFO,726
32253,SFO,SANTACRUZ,727
32292,SFO,SANTACRUZ,728
32295,SANTACRUZ,SFO,729
32325,SFO,SANTACRUZ,730
32351,SANTACRUZ,SFO,731
32362,SFO,SANTACRUZ,732
32395,SFO,SANTACRUZ,733
32398,SANTACRUZ,SFO,734
32438,SFO,SANTACRUZ,735
32444,SANTACRUZ,SFO,736
32478,SFO,SANTACRUZ,737
32503,SANTACRUZ,SFO,738
32515,SFO,SANTACRUZ,739
32552,SANTACRUZ,SFO,740
32554,SFO,SANTACRUZ,741
32587,SFO,SANTACRUZ,742
32600,SANTACRUZ,SFO,743
32635,SFO,SANTACRUZ,744
32640,SANTACRUZ,SFO,745
32676,SFO,SANTACRUZ,746
32688,SANTACRUZ,SFO,747
32709,SFO,SANTACRUZ,748
32742,SANTACRUZ,SFO,749
32754,SFO,SANTACRUZ,750
32793,SFO,SANTACRUZ,751
32797,SANTACRUZ,SFO,752
32836,SFO,SANTACRUZ,753
32845,SANTACRUZ,SFO,754
32877,SFO,SANTACRUZ,755
32897,SANTACRUZ,SFO,756
32934,SFO,SANTACRUZ,757
32954,SANTACRUZ,SFO,758
32980,SFO,SANTACRUZ,759
33009,SANTACRUZ,SFO,760
33016,SFO,SANTACRUZ,761
33049,SANTACRUZ,SFO,762
33063,SFO,SANTACRUZ,763
33097,SANTACRUZ,SFO,764
33101,SFO,SANTACRUZ,765
33137,SANTACRUZ,SFO,766
33141,SFO,SANTACRUZ,767
33187,SFO,SANTACRUZ,768
33191,SANTACRUZ,SFO,769
33226,SFO,SANTACRUZ,770
33259,SANTACRUZ,SFO,771
33278,SFO,SANTACRUZ,772
33318,SANTACRUZ,SFO,773
