passenger_arrival_time,origin_vertiport_id,destination_vertiport_id,passenger_id
33795,MV,SFO,808
33806,SFO,MV,809
33841,MV,SFO,810
33852,SFO,MV,811
33884,SFO,MV,812
33904,MV,SFO,813
33922,SFO,MV,814
33949,MV,SFO,815
33983,SFO,MV,816
33996,MV,SFO,817
34032,SFO,MV,818
34040,MV,SFO,819
34076,SFO,MV,820
34099,MV,SFO,821
34125,SFO,MV,822
34148,MV,SFO,823
34166,SFO,MV,824
34202,MV,SFO,825
34211,SFO,MV,826
34241,SFO,MV,827
34244,MV,SFO,828
34279,SFO,MV,829
34306,MV,SFO,830
34321,SFO,MV,831
34355,MV,SFO,832
34372,SFO,MV,833
34411,MV,SFO,834
34424,SFO,MV,835
34452,MV,SFO,836
34465,SFO,MV,837
34510,MV,SFO,838
34513,SFO,MV,839
34549,MV,SFO,840
34562,SFO,MV,841
34595,MV,SFO,842
34611,SFO,MV,843
34643,MV,SFO,844
34660,SFO,MV,845
34694,MV,SFO,846
34702,SFO,MV,847
34737,SFO,MV,848
34746,MV,SFO,849
34765,SFO,MV,850
34794,MV,SFO,851
34815,SFO,MV,852
34838,MV,SFO,853
34861,SFO,MV,854
34886,MV,SFO,855
34912,SFO,MV,856
34943,MV,SFO,857
34954,SFO,MV,858
34999,SFO,MV,859
35010,MV,SFO,860
35051,SFO,MV,861
35071,MV,SFO,862
35098,SFO,MV,863
35118,MV,SFO,864
35139,SFO,MV,865
35145,MV,SFO,866
35152,SFO,MV,867
35185,MV,SFO,868
35199,SFO,MV,869
35228,MV,SFO,870
35261,SFO,MV,871
35283,MV,SFO,872
35302,SFO,MV,873
35333,MV,SFO,874
35350,SFO,MV,875
35381,MV,SFO,876
35401,SFO,MV,877
35438,MV,SFO,878
35440,SFO,MV,879
35480,SFO,MV,880
35490,MV,SFO,881
35529,SFO,MV,882
35545,MV,SFO,883
35566,SFO,MV,884
35602,MV,SFO,885
35609,SFO,MV,886
35650,SFO,MV,887
35664,MV,SFO,888
35692,SFO,MV,889
35709,MV,SFO,890
35738,SFO,MV,891
35757,MV,SFO,892
35771,SFO,MV,893
35797,MV,SFO,894
35822,SFO,MV,895
35846,MV,SFO,896
35871,SFO,MV,897
35901,MV,SFO,898
35912,SFO,MV,899
35948,MV,SFO,900
35958,SFO,MV,901
36008,MV,SFO,902
36019,SFO,MV,903
36051,SFO,MV,904
36065,MV,SFO,905
36098,SFO,MV,906
36110,MV,SFO,907
36154,MV,SFO,908
36157,SFO,MV,909
36194,SFO,MV,910
36202,MV,SFO,911
36228,SFO,MV,912
36246,MV,SFO,913
36267,SFO,MV,914
36309,MV,SFO,915
36316,SFO,MV,916
36370,SFO,MV,917
36373,MV,SFO,918
36415,SFO,MV,919
36427,MV,SFO,920
36463,SFO,MV,921
36476,MV,SFO,922
36498,SFO,MV,923
36527,MV,SFO,924
36535,SFO,MV,925
36576,SFO,MV,926
36592,MV,SFO,927
36614,SFO,MV,928
36650,MV,SFO,929
36650,SFO,MV,930
36705,MV,SFO,931
36705,SFO,MV,932
36743,SFO,MV,933
36765,MV,SFO,934
36791,SFO,MV,935
36824,MV,SFO,936
36831,SFO,MV,937
36868,MV,SFO,938
36870,SFO,MV,939
36920,MV,SFO,940
36938,SFO,MV,941
36949,MV,SFO,942
36968,SFO,MV,943
37001,MV,SFO,944
37004,SFO,MV,945
37045,SFO,MV,946
37060,MV,SFO,947
37091,SFO,MV,948
37108,MV,SFO,949
37134,SFO,MV,950
37165,MV,SFO,951
37177,SFO,MV,952
37208,MV,SFO,953
37222,SFO,MV,954
37248,MV,SFO,955
37266,SFO,MV,956
37290,MV,SFO,957
37320,SFO,MV,958
37351,MV,SFO,959
37365,SFO,MV,960
37408,SFO,MV,961
37410,MV,SFO,962
37448,SFO,MV,963
37457,MV,SFO,964
37504,SFO,MV,965
37513,MV,SFO,966
37551,SFO,MV,967
37566,MV,SFO,968
37604,SFO,MV,969
37616,MV,SFO,970
37644,SFO,MV,971
37667,MV,SFO,972
37689,SFO,MV,973
37722,MV,SFO,974
37747,SFO,MV,975
37778,MV,SFO,976
37791,SFO,MV,977
37839,MV,SFO,978
37846,MV,SFO,979
37851,SFO,MV,980
37892,SFO,MV,981
37895,MV,SFO,982
37940,SFO,MV,983
37941,MV,SFO,984
37984,SFO,MV,985
37987,MV,SFO,986
38025,SFO,MV,987
38028,MV,SFO,988
38065,MV,SFO,989
38070,SFO,MV,990
38113,MV,SFO,991
38119,SFO,MV,992
38150,SFO,MV,993
38168,MV,SFO,994
38196,SFO,MV,995
38223,MV,SFO,996
38238,SFO,MV,997
38265,MV,SFO,998
38281,SFO,MV,999
38307,MV,SFO,1000
38323,SFO,MV,1001
38357,MV,SFO,1002
38361,SFO,MV,1003
38389,SFO,MV,1004
38401,MV,SFO,1005
38433,SFO,MV,1006
38441,MV,SFO,1007
38472,SFO,MV,1008
38487,MV,SFO,1009
38529,SFO,MV,1010
38537,MV,SFO,1011
38574,MV,SFO,1012
38580,SFO,MV,1013
38609,SFO,MV,1014
38629,MV,SFO,1015
38652,SFO,MV,1016
38753,SFO,MV,1017
38764,MV,SFO,1018
38805,SFO,MV,1019
38815,MV,SFO,1020
38855,SFO,MV,1021
38861,MV,SFO,1022
38903,SFO,MV,1023
38923,MV,SFO,1024
38942,SFO,MV,1025
38978,MV,SFO,1026
38988,SFO,MV,1027
39040,MV,SFO,1028
39045,SFO,MV,1029
39092,SFO,MV,1030
39099,MV,SFO,1031
39142,MV,SFO,1032
39146,SFO,MV,1033
39186,MV,SFO,1034
39193,SFO,MV,1035
39232,SFO,MV,1036
39241,MV,SFO,1037
39279,SFO,MV,1038
39291,MV,SFO,1039
39335,SFO,MV,1040
39335,MV,SFO,1041
39379,SFO,MV,1042
39387,MV,SFO,1043
39434,SFO,MV,1044
39436,MV,SFO,1045
39472,SFO,MV,1046
39486,MV,SFO,1047
39505,SFO,MV,1048
39538,MV,SFO,1049
39555,SFO,MV,1050
39583,MV,SFO,1051
39603,SFO,MV,1052
39633,MV,SFO,1053
39634,SFO,MV,1054
39652,MV,SFO,1055
39678,SFO,MV,1056
39696,MV,SFO,1057
39727,SFO,MV,1058
39752,MV,SFO,1059
39770,SFO,MV,1060
39802,MV,SFO,1061
39812,SFO,MV,1062
39851,MV,SFO,1063
39862,SFO,MV,1064
39906,MV,SFO,1065
39920,SFO,MV,1066
39951,MV,SFO,1067
39969,SFO,MV,1068
39992,MV,SFO,1069
40021,SFO,MV,1070
40033,MV,SFO,1071
40066,SFO,MV,1072
40086,MV,SFO,1073
40103,SFO,MV,1074
40139,MV,SFO,1075
40149,SFO,MV,1076
40188,MV,SFO,1077
40208,SFO,MV,1078
40233,MV,SFO,1079
40267,SFO,MV,1080
40283,MV,SFO,1081
40318,SFO,MV,1082
40341,MV,SFO,1083
40368,SFO,MV,1084
40387,MV,SFO,1085
40419,SFO,MV,1086
40442,MV,SFO,1087
40464,SFO,MV,1088
40496,MV,SFO,1089
40513,SFO,MV,1090
40548,MV,SFO,1091
40560,SFO,MV,1092
40600,SFO,MV,1093
40604,MV,SFO,1094
40640,SFO,MV,1095
40647,MV,SFO,1096
40687,SFO,MV,1097
40698,MV,SFO,1098
40742,SFO,MV,1099
40748,MV,SFO,1100
40785,SFO,MV,1101
40793,MV,SFO,1102
40815,SFO,MV,1103
40849,MV,SFO,1104
40857,SFO,MV,1105
40907,SFO,MV,1106
40908,MV,SFO,1107
40952,MV,SFO,1108
40958,SFO,MV,1109
40989,MV,SFO,1110
40998,SFO,MV,1111
41039,MV,SFO,1112
41046,SFO,MV,1113
41082,MV,SFO,1114
41100,SFO,MV,1115
41124,MV,SFO,1116
41154,SFO,MV,1117
41172,MV,SFO,1118
41196,SFO,MV,1119
41219,MV,SFO,1120
41237,SFO,MV,1121
41260,MV,SFO,1122
41288,SFO,MV,1123
41304,MV,SFO,1124
41350,MV,SFO,1125
41353,SFO,MV,1126
41398,MV,SFO,1127
41402,SFO,MV,1128
41449,SFO,MV,1129
41458,MV,SFO,1130
41497,SFO,MV,1131
41506,MV,SFO,1132
41542,SFO,MV,1133
41572,MV,SFO,1134
41578,SFO,MV,1135
41610,MV,SFO,1136
41621,SFO,MV,1137
41674,MV,SFO,1138
41681,SFO,MV,1139
41724,MV,SFO,1140
41731,SFO,MV,1141
41762,SFO,MV,1142
41786,MV,SFO,1143
41813,SFO,MV,1144
41830,MV,SFO,1145
41867,MV,SFO,1146
41869,SFO,MV,1147
41908,MV,SFO,1148
