,time,passenger_id,latitude,longitude,altitude,location,event
21,1686873789013,passenger1480,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
22,1686873789014,passenger1477,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
23,1686873789015,passenger1478,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
24,1686873789016,passenger1479,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
25,1686873789017,passenger1480,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
26,1686873790000,passenger1481,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
27,1686873790001,passenger1481,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
28,1686873809000,passenger1482,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
29,1686873809001,passenger1482,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
30,1686873939518,passenger1477,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
31,1686873939519,passenger1478,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
32,1686873939520,passenger1479,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
33,1686873939521,passenger1480,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
34,1686874055000,passenger1,34.0451687891313,-118.267117147371,203.3,DTLA_ENTRANCE,vertiport_entrance
35,1686874055001,passenger1,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,enter_waiting_room
36,1686874177000,passenger1483,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
37,1686874177001,passenger1483,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
38,1686874265000,passenger1484,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
39,1686874265001,passenger1484,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
40,1686874265002,passenger1481,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
41,1686874265003,passenger1482,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
42,1686874265004,passenger1483,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
43,1686874265005,passenger1484,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
44,1686874265006,passenger1481,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
45,1686874265007,passenger1482,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
46,1686874265008,passenger1483,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
47,1686874265009,passenger1484,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
48,1686874265010,passenger1481,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
49,1686874265011,passenger1482,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
50,1686874265012,passenger1483,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
51,1686874265013,passenger1484,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
52,1686874265014,passenger1481,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
53,1686874265015,passenger1482,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
54,1686874265016,passenger1483,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
55,1686874265017,passenger1484,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
56,1686874306000,passenger1485,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
57,1686874306001,passenger1485,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
58,1686874327000,passenger1486,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
59,1686874327001,passenger1486,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
60,1686874415518,passenger1481,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
61,1686874415519,passenger1482,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
62,1686874415520,passenger1483,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
63,1686874415521,passenger1484,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
64,1686874496000,passenger1487,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
65,1686874496001,passenger1487,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
66,1686874500000,passenger0,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,passenger_waiting_room_departure
67,1686874500001,passenger1,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,passenger_waiting_room_departure
68,1686874500002,passenger0,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,flight_assignment
69,1686874500003,passenger1,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,flight_assignment
70,1686874500004,passenger0,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,boarding_start
71,1686874500005,passenger1,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,boarding_start
72,1686874500006,passenger0,34.0456464800559,-118.267103118905,203.3,DTLA_GATE,boarding_gate
73,1686874500007,passenger1,34.0456464800559,-118.267103118905,203.3,DTLA_GATE,boarding_gate
74,1686874507000,passenger1488,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
75,1686874507001,passenger1488,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
76,1686874507002,passenger1485,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
77,1686874507003,passenger1486,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
78,1686874507004,passenger1487,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
79,1686874507005,passenger1488,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
80,1686874507006,passenger1485,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
81,1686874507007,passenger1486,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
82,1686874507008,passenger1487,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
83,1686874507009,passenger1488,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
84,1686874507010,passenger1485,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
85,1686874507011,passenger1486,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
86,1686874507012,passenger1487,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
87,1686874507013,passenger1488,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
88,1686874507014,passenger1485,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
89,1686874507015,passenger1486,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
90,1686874507016,passenger1487,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
91,1686874507017,passenger1488,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
92,1686874512000,passenger2,34.0451687891313,-118.267117147371,203.3,DTLA_ENTRANCE,vertiport_entrance
93,1686874512001,passenger2,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,enter_waiting_room
94,1686874650518,passenger0,34.0456464800559,-118.267103118905,203.3,DTLA_GATE,fato_arrival
95,1686874650519,passenger1,34.0456464800559,-118.267103118905,203.3,DTLA_GATE,fato_arrival
96,1686874651000,passenger1489,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
97,1686874651001,passenger1489,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
98,1686874657518,passenger1485,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
99,1686874657519,passenger1486,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
100,1686874657520,passenger1487,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
101,1686874657521,passenger1488,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
102,1686874724000,passenger1490,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
103,1686874724001,passenger1490,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
104,1686874768000,passenger1491,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
105,1686874768001,passenger1491,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
106,1686874770000,passenger1492,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
107,1686874770001,passenger1492,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
108,1686874770002,passenger1489,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
109,1686874770003,passenger1490,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
110,1686874770004,passenger1491,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
111,1686874770005,passenger1492,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
112,1686874770006,passenger1489,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
113,1686874770007,passenger1490,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
114,1686874770008,passenger1491,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
115,1686874770009,passenger1492,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
116,1686874770010,passenger1489,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
117,1686874770011,passenger1490,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
118,1686874770012,passenger1491,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
119,1686874770013,passenger1492,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
120,1686874770014,passenger1489,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
121,1686874770015,passenger1490,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
122,1686874770016,passenger1491,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
123,1686874770017,passenger1492,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
124,1686874872000,passenger1493,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
125,1686874872001,passenger1493,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
126,1686874920518,passenger1489,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
127,1686874920519,passenger1490,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
128,1686874920520,passenger1491,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
129,1686874920521,passenger1492,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
130,1686874949000,passenger1494,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
131,1686874949001,passenger1494,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
132,1686874962000,passenger1495,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
133,1686874962001,passenger1495,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
134,1686875200000,passenger1496,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
135,1686875200001,passenger1496,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
136,1686875200002,passenger1493,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
137,1686875200003,passenger1494,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
138,1686875200004,passenger1495,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
139,1686875200005,passenger1496,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
140,1686875200006,passenger1493,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
141,1686875200007,passenger1494,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
142,1686875200008,passenger1495,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
143,1686875200009,passenger1496,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
144,1686875200010,passenger1493,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
145,1686875200011,passenger1494,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
146,1686875200012,passenger1495,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
147,1686875200013,passenger1496,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
148,1686875200014,passenger1493,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
149,1686875200015,passenger1494,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
150,1686875200016,passenger1495,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
151,1686875200017,passenger1496,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
152,1686875239000,passenger1497,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
153,1686875239001,passenger1497,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
154,1686875277000,passenger1498,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
155,1686875277001,passenger1498,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
156,1686875350518,passenger1493,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
157,1686875350519,passenger1494,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
158,1686875350520,passenger1495,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
159,1686875350521,passenger1496,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
160,1686875396036,passenger2,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,passenger_waiting_room_departure
161,1686875396037,passenger2,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,flight_assignment
162,1686875396038,passenger2,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,boarding_start
163,1686875396039,passenger2,34.0456464800559,-118.267103118905,203.3,DTLA_GATE,boarding_gate
164,1686875457000,passenger1499,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
165,1686875457001,passenger1499,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
166,1686875507000,passenger1500,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
167,1686875507001,passenger1500,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
168,1686875507002,passenger1497,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
169,1686875507003,passenger1498,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
170,1686875507004,passenger1499,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
171,1686875507005,passenger1500,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
172,1686875507006,passenger1497,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
173,1686875507007,passenger1498,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
174,1686875507008,passenger1499,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
175,1686875507009,passenger1500,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
176,1686875507010,passenger1497,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
177,1686875507011,passenger1498,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
178,1686875507012,passenger1499,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
179,1686875507013,passenger1500,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
180,1686875507014,passenger1497,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
181,1686875507015,passenger1498,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
182,1686875507016,passenger1499,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
183,1686875507017,passenger1500,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
184,1686875546554,passenger2,34.0456464800559,-118.267103118905,203.3,DTLA_GATE,fato_arrival
185,1686875580000,passenger1501,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
186,1686875580001,passenger1501,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
187,1686875628000,passenger1502,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
188,1686875628001,passenger1502,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
189,1686875657518,passenger1497,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
190,1686875657519,passenger1498,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
191,1686875657520,passenger1499,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
192,1686875657521,passenger1500,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
193,1686875673000,passenger1503,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
194,1686875673001,passenger1503,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
195,1686875748000,passenger1504,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
196,1686875748001,passenger1504,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
197,1686875748002,passenger1501,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
198,1686875748003,passenger1502,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
199,1686875748004,passenger1503,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
200,1686875748005,passenger1504,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
201,1686875748006,passenger1501,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
202,1686875748007,passenger1502,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
203,1686875748008,passenger1503,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
204,1686875748009,passenger1504,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
205,1686875748010,passenger1501,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
206,1686875748011,passenger1502,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
207,1686875748012,passenger1503,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
208,1686875748013,passenger1504,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
209,1686875748014,passenger1501,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
210,1686875748015,passenger1502,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
211,1686875748016,passenger1503,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
212,1686875748017,passenger1504,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
213,1686875843000,passenger1505,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
214,1686875843001,passenger1505,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
215,1686875880000,passenger3,34.0451687891313,-118.267117147371,203.3,DTLA_ENTRANCE,vertiport_entrance
216,1686875880001,passenger3,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,enter_waiting_room
217,1686875898518,passenger1501,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
218,1686875898519,passenger1502,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
219,1686875898520,passenger1503,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
220,1686875898521,passenger1504,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
221,1686875999000,passenger1506,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
222,1686875999001,passenger1506,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
223,1686876012000,passenger1507,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
224,1686876012001,passenger1507,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
225,1686876047000,passenger4,34.0451687891313,-118.267117147371,203.3,DTLA_ENTRANCE,vertiport_entrance
226,1686876047001,passenger4,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,enter_waiting_room
227,1686876047002,passenger1508,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
228,1686876047003,passenger1508,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
229,1686876047004,passenger1505,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
230,1686876047005,passenger1506,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
231,1686876047006,passenger1507,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
232,1686876047007,passenger1508,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
233,1686876047008,passenger1505,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
234,1686876047009,passenger1506,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
235,1686876047010,passenger1507,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
236,1686876047011,passenger1508,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,flight_assignment
237,1686876047012,passenger1505,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
238,1686876047013,passenger1506,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
239,1686876047014,passenger1507,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
240,1686876047015,passenger1508,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,boarding_start
241,1686876047016,passenger1505,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
242,1686876047017,passenger1506,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
243,1686876047018,passenger1507,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
244,1686876047019,passenger1508,33.9473995910249,-118.374275130822,0.0,LAX_GATE,boarding_gate
245,1686876072000,passenger1509,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
246,1686876072001,passenger1509,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
247,1686876105000,passenger5,34.0451687891313,-118.267117147371,203.3,DTLA_ENTRANCE,vertiport_entrance
248,1686876105001,passenger5,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,enter_waiting_room
249,1686876166518,passenger3,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,flight_assignment
250,1686876166519,passenger4,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,flight_assignment
251,1686876166520,passenger5,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,flight_assignment
252,1686876166521,passenger3,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,boarding_start
253,1686876166522,passenger4,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,boarding_start
254,1686876166523,passenger5,34.0454786058159,-118.267186139885,203.3,DTLA_ROOM,boarding_start
255,1686876166524,passenger3,34.0456464800559,-118.267103118905,203.3,DTLA_GATE,boarding_gate
256,1686876166525,passenger4,34.0456464800559,-118.267103118905,203.3,DTLA_GATE,boarding_gate
257,1686876166526,passenger5,34.0456464800559,-118.267103118905,203.3,DTLA_GATE,boarding_gate
258,1686876197518,passenger1505,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
259,1686876197519,passenger1506,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
260,1686876197520,passenger1507,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
261,1686876197521,passenger1508,33.9473995910249,-118.374275130822,0.0,LAX_GATE,fato_arrival
262,1686876315000,passenger1510,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
263,1686876315001,passenger1510,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
264,1686876317036,passenger3,34.0456464800559,-118.267103118905,203.3,DTLA_GATE,fato_arrival
265,1686876317037,passenger4,34.0456464800559,-118.267103118905,203.3,DTLA_GATE,fato_arrival
266,1686876317038,passenger5,34.0456464800559,-118.267103118905,203.3,DTLA_GATE,fato_arrival
267,1686876503000,passenger1511,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
268,1686876503001,passenger1511,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
269,1686876504000,passenger1512,33.9473393894643,-118.373647676473,0.0,LAX_ENTRANCE,vertiport_entrance
270,1686876504001,passenger1512,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,enter_waiting_room
271,1686876504002,passenger1509,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
272,1686876504003,passenger1510,33.9471955065246,-118.37445960086,0.0,LAX_ROOM,passenger_consolidation
